performRequestedBillingNumber,performRequestedLineNumber,performRequestedServiceNumber,performRequestedRoomServiceNumber
202,85792,12922,3
306,27679,12923,5
7,9965,12924,1
111,101539,12925,8
140,130399,12926,4
196,21235,12927,4
324,52218,12928,6
217,76720,12929,7
374,14715,12930,8
378,84375,12931,8
269,103698,12932,8
425,36729,12933,4
178,107094,12934,4
52,126459,12935,5
244,105552,12936,4
339,18683,12937,3
189,52311,12938,8
181,64064,12939,6
298,128033,12940,4
394,106790,12941,6
8,62637,12942,2
124,400,12943,1
424,4988,12944,4
93,105677,12945,2
60,522,12946,6
185,125949,12947,1
267,127775,12948,2
286,130045,12949,5
16,101196,12950,3
110,10249,12951,4
216,21962,12952,5
6,84121,12953,1
108,78620,12954,1
160,18476,12955,4
385,17919,12956,5
272,85211,12957,2
331,36812,12958,3
316,106301,12959,5
125,52186,12960,3
274,126010,12961,2
11,52467,12962,2
224,127792,12963,5
269,7636,12964,6
231,18551,12965,3
121,63317,12966,3
339,42833,12967,2
8,20637,12968,2
76,41897,12969,7
323,3482,12970,8
251,8861,12971,8
109,17683,12972,1
292,128011,12973,5
240,28455,12974,4
364,3386,12975,2
113,78043,12976,7
190,77394,12977,1
43,11739,12978,7
48,35116,12979,8
405,84476,12980,4
357,128336,12981,1
15,17078,12982,3
209,10548,12983,3
77,13537,12984,3
286,17349,12985,5
354,127626,12986,4
369,42240,12987,5
321,102256,12988,2
275,22390,12989,5
185,41949,12990,8
396,106533,12991,3
116,105851,12992,7
91,11313,12993,4
261,4140,12994,2
56,63449,12995,2
151,127178,12996,7
312,27707,12997,1
379,7429,12998,3
318,103321,12999,5
141,6588,13000,4
148,64992,13001,4
54,9861,13002,6
406,35536,13003,4
316,35250,13004,8
321,27716,13005,8
122,126213,13006,8
18,27775,13007,3
32,2440,13008,5
212,125952,13009,6
219,126062,13010,4
239,22943,13011,7
136,6582,13012,8
81,21378,13013,8
260,126773,13014,8
360,29756,13015,7
104,10535,13016,7
15,2619,13017,3
418,35658,13018,2
249,42912,13019,3
84,931,13020,4
103,21368,13021,7
297,126596,13022,3
93,102288,13023,4
120,52823,13024,3
101,76,13025,5
226,76760,13026,3
67,30523,13027,7
382,9819,13028,4
394,129790,13029,7
346,43351,13030,4
21,127546,13031,4
89,23055,13032,1
135,52034,13033,2
169,15783,13034,2
295,126092,13035,6
104,35543,13036,1
49,101879,13037,8
115,6662,13038,7
266,3066,13039,3
90,42271,13040,8
352,105659,13041,5
75,21479,13042,5
165,20840,13043,1
91,27730,13044,1
396,85533,13045,6
143,52307,13046,5
307,7057,13047,5
342,12142,13048,1
22,128662,13049,4
336,11547,13050,6
159,17366,13051,4
47,10265,13052,8
73,21968,13053,2
368,28382,13054,6
33,28288,13055,6
13,9880,13056,2
157,27657,13057,8
156,84164,13058,1
300,31449,13059,2
35,18720,13060,6
302,3823,13061,3
73,128968,13062,2
213,10028,13063,8
332,34970,13064,6
330,2993,13065,6
366,3178,13066,2
153,10105,13067,5
387,11308,13068,4
197,27670,13069,2
150,42111,13070,4
301,127874,13071,5
239,125884,13072,4
359,54169,13073,6
149,53377,13074,5
28,62630,13075,5
97,106019,13076,7
36,18144,13077,6
119,34812,13078,1
287,96,13079,4
76,14198,13080,8
167,35071,13081,2
281,105131,13082,8
196,105235,13083,3
269,14135,13084,7
206,10955,13085,6
273,77212,13086,5
109,20890,13087,3
364,84658,13088,4
200,105840,13089,3
264,103601,13090,1
264,21156,13091,2
195,126055,13092,1
76,84685,13093,4
409,29487,13094,2
31,52126,13095,5
186,8641,13096,1
65,102309,13097,1
104,7425,13098,7
154,34827,13099,6
200,127840,13100,2
109,41890,13101,3
71,129116,13102,1
286,44045,13103,2
87,65,13104,8
373,85278,13105,4
373,102516,13106,7
404,63557,13107,4
393,127843,13108,3
303,971,13109,8
349,21986,13110,6
100,36158,13111,3
305,77125,13112,6
383,2995,13113,3
268,104722,13114,3
204,31349,13115,4
86,18464,13116,3
58,10482,13117,1
58,2673,13118,2
340,106445,13119,8
124,101551,13120,8
273,52705,13121,5
365,106045,13122,7
8,21964,13123,2
282,84125,13124,1
58,105134,13125,2
191,52058,13126,6
279,128192,13127,4
85,2720,13128,7
117,101176,13129,4
64,15416,13130,5
191,250,13131,3
145,107883,13132,4
1,11244,13133,1
328,358,13134,1
51,102093,13135,8
297,77527,13136,5
258,3612,13137,8
139,1294,13138,8
102,126254,13139,3
189,128359,13140,4
156,164,13141,8
289,34997,13142,7
99,76509,13143,4
320,34906,13144,8
341,42265,13145,6
2,127244,13146,1
53,105442,13147,8
138,63276,13148,8
30,21186,13149,5
162,578,13150,4
53,101549,13151,5
21,105546,13152,4
102,102774,13153,3
196,42235,13154,1
243,28270,13155,2
190,63081,13156,2
33,2662,13157,6
291,76952,13158,8
94,6619,13159,8
423,10914,13160,8
44,650,13161,7
174,761,13162,8
62,101362,13163,7
265,18468,13164,2
43,64444,13165,7
90,271,13166,5
79,1057,13167,8
265,14364,13168,7
31,20663,13169,5
141,14319,13170,4
319,18728,13171,4
318,1986,13172,1
73,968,13173,2
313,126924,13174,4
417,17438,13175,3
209,15202,13176,4
345,14187,13177,4
381,13919,13178,8
88,781,13179,7
169,128531,13180,2
118,84538,13181,1
67,9523,13182,2
53,442,13183,8
200,128840,13184,1
257,106335,13185,4
285,106923,13186,5
231,52166,13187,8
212,85813,13188,7
406,27742,13189,1
89,10523,13190,5
330,107910,13191,5
219,6423,13192,8
266,126605,13193,7
379,65247,13194,2
384,7189,13195,1
258,10414,13196,5
257,1335,13197,5
384,14514,13198,4
356,44065,13199,6
40,52161,13200,7
252,130828,13201,3
289,19897,13202,5
138,42276,13203,3
172,1309,13204,6
324,78167,13205,4
119,84043,13206,5
286,6635,13207,2
264,105156,13208,2
101,27690,13209,4
327,35175,13210,2
110,31754,13211,1
202,17379,13212,4
299,76858,13213,5
281,3541,13214,3
19,1001,13215,3
213,23717,13216,4
335,34740,13217,8
45,126407,13218,7
36,85292,13219,6
121,35054,13220,7
21,6444,13221,4
253,106281,13222,8
110,78203,13223,5
296,22491,13224,7
122,53056,13225,3
159,52350,13226,4
316,64301,13227,7
85,125895,13228,6
244,84552,13229,5
212,106813,13230,4
101,3045,13231,1
314,106065,13232,5
47,22377,13233,8
340,22445,13234,2
151,21178,13235,6
80,108566,13236,2
212,64813,13237,7
343,36112,13238,4
269,1098,13239,3
236,18556,13240,2
213,6517,13241,5
352,14093,13242,7
26,85962,13243,5
180,21401,13244,5
198,4302,13245,2
324,31070,13246,5
362,17712,13247,2
259,105784,13248,6
55,6477,13249,6
272,129211,13250,3
51,14351,13251,8
44,21650,13252,7
356,7591,13253,1
173,63149,13254,8
28,23230,13255,5
385,468,13256,4
369,127240,13257,4
29,4041,13258,5
376,21562,13259,5
385,105468,13260,3
133,125885,13261,6
278,35381,13262,5
212,14133,13263,8
153,28138,13264,3
327,64591,13265,6
116,8176,13266,5
18,17188,13267,3
13,84323,13268,3
310,10717,13269,3
177,14237,13270,5
210,34881,13271,8
9,84575,13272,2
254,7007,13273,2
121,317,13274,5
422,53917,13275,6
294,3540,13276,8
315,21020,13277,8
215,127798,13278,8
425,105478,13279,8
407,14155,13280,6
33,84024,13281,6
380,52410,13282,1
6,19597,13283,1
188,127031,13284,6
264,63156,13285,1
3,34626,13286,1
114,13847,13287,8
168,1757,13288,6
245,105241,13289,3
207,52769,13290,7
119,21043,13291,1
272,34902,13292,7
309,76865,13293,7
352,17730,13294,3
83,23989,13295,4
64,105155,13296,4
262,63217,13297,4
41,105424,13298,7
243,41908,13299,5
33,76623,13300,6
278,7327,13301,3
112,20825,13302,6
106,128585,13303,1
18,63506,13304,3
63,7826,13305,2
110,43342,13306,7
229,13405,13307,6
2,84244,13308,1
69,20782,13309,1
376,63562,13310,2
212,129813,13311,8
393,101499,13312,2
37,105386,13313,6
167,10620,13314,7
201,35150,13315,4
346,13879,13316,8
29,36014,13317,5
165,85955,13318,5
83,107989,13319,1
133,41885,13320,7
202,77353,13321,8
19,22001,13322,3
360,36604,13323,1
416,63412,13324,1
156,128164,13325,8
181,106064,13326,4
192,106954,13327,2
351,28126,13328,5
79,101214,13329,7
159,126801,13330,3
372,22349,13331,1
20,42181,13332,4
239,106943,13333,7
155,64650,13334,4
195,20862,13335,4
315,29525,13336,8
132,52397,13337,1
57,104325,13338,5
52,42459,13339,8
123,21316,13340,7
189,101354,13341,3
232,3230,13342,4
301,84874,13343,4
279,14367,13344,4
281,102497,13345,4
215,11315,13346,1
85,9967,13347,6
144,21576,13348,4
409,19714,13349,6
399,34876,13350,7
81,14224,13351,8
132,1286,13352,6
116,3910,13353,4
219,13734,13354,8
79,85057,13355,8
96,127570,13356,1
16,35940,13357,3
179,17851,13358,5
125,42716,13359,3
169,21531,13360,6
306,14056,13361,1
84,21931,13362,5
245,52270,13363,4
299,52137,13364,1
48,21978,13365,8
317,105670,13366,2
293,128534,13367,2
171,6715,13368,4
20,128181,13369,4
250,84292,13370,7
69,27982,13371,3
195,77431,13372,1
297,596,13373,2
12,52231,13374,2
262,105217,13375,8
134,84221,13376,2
222,28143,13377,6
313,101583,13378,7
19,17107,13379,3
168,64757,13380,5
252,2828,13381,1
229,3131,13382,6
243,54668,13383,1
138,21276,13384,2
22,84662,13385,4
97,43019,13386,1
59,1580,13387,7
252,13901,13388,4
323,52433,13389,6
234,23394,13390,1
72,11423,13391,7
401,126406,13392,6
374,1832,13393,2
60,41773,13394,2
392,106304,13395,5
316,101725,13396,6
195,42055,13397,1
86,42422,13398,1
372,106349,13399,5
259,128784,13400,7
304,6666,13401,3
212,11952,13402,8
176,28351,13403,5
168,101325,13404,7
65,128172,13405,6
203,104589,13406,5
138,101652,13407,5
163,101542,13408,7
25,1402,13409,4
365,36447,13410,3
144,10898,13411,8
35,42388,13412,6
167,126507,13413,3
297,128596,13414,6
150,128111,13415,8
180,62888,13416,8
142,130726,13417,2
194,56523,13418,6
125,76741,13419,3
396,22533,13420,1
290,63878,13421,2
223,76882,13422,7
174,3170,13423,5
95,9928,13424,5
374,129832,13425,2
173,127149,13426,4
141,35319,13427,1
38,127860,13428,6
10,79722,13429,2
69,127100,13430,8
366,101633,13431,4
185,63150,13432,4
301,874,13433,5
341,76845,13434,6
349,3462,13435,4
79,29295,13436,6
192,43954,13437,6
262,34861,13438,5
60,42522,13439,5
69,63100,13440,4
260,10388,13441,8
179,42204,13442,7
378,53257,13443,4
368,129142,13444,5
114,30128,13445,3
13,105323,13446,3
90,63271,13447,2
377,36151,13448,1
32,28584,13449,6
409,46629,13450,3
432,126847,13451,4
277,36467,13452,7
38,63860,13453,6
341,34845,13454,8
423,6282,13455,5
134,42221,13456,6
378,126375,13457,5
296,125902,13458,2
177,43184,13459,7
225,392,13460,3
143,42744,13461,3
332,63892,13462,4
381,10896,13463,2
352,52426,13464,2
124,128400,13465,8
166,84719,13466,5
343,42348,13467,1
208,43819,13468,3
364,658,13469,4
192,20872,13470,2
439,128306,13471,4
422,341,13472,8
223,126098,13473,8
275,85390,13474,1
126,105079,13475,1
198,17992,13476,6
302,126171,13477,2
221,53513,13478,2
213,3496,13479,6
382,79685,13480,8
89,3152,13481,2
161,101291,13482,4
20,181,13483,4
29,24032,13484,5
274,42010,13485,5
345,77187,13486,1
238,101373,13487,3
356,36055,13488,5
115,17563,13489,1
114,20999,13490,2
85,41895,13491,5
23,12830,13492,4
236,52716,13493,8
25,51998,13494,4
319,64425,13495,5
142,3466,13496,8
207,128005,13497,4
246,102111,13498,1
155,52608,13499,2
113,22453,13500,2
379,130247,13501,5
246,14290,13502,2
8,6548,13503,2
311,105218,13504,2
18,506,13505,3
333,42095,13506,4
32,101355,13507,6
1,14858,13508,1
412,68027,13509,1
54,34559,13510,8
390,44487,13511,1
146,41904,13512,6
407,43133,13513,2
105,105139,13514,5
201,85529,13515,1
21,77784,13516,4
46,10247,13517,8
275,43390,13518,7
149,104712,13519,7
148,106992,13520,4
29,17488,13521,5
176,103249,13522,5
287,52597,13523,7
261,28026,13524,5
95,51928,13525,8
340,85445,13526,6
115,77350,13527,5
73,52536,13528,7
276,18822,13529,2
54,102310,13530,7
381,34919,13531,2
353,42209,13532,5
137,27420,13533,3
165,27450,13534,6
351,11055,13535,5
97,22019,13536,8
156,42164,13537,1
4,3881,13538,1
3,6270,13539,1
298,16687,13540,3
376,126562,13541,3
261,76708,13542,1
232,14049,13543,6
307,22319,13544,8
289,28004,13545,3
70,6791,13546,7
382,52574,13547,6
323,84568,13548,4
234,35865,13549,2
304,3391,13550,2
71,85116,13551,7
57,28778,13552,6
108,33150,13553,7
130,77943,13554,6
166,63719,13555,6
262,27698,13556,1
318,10206,13557,2
258,34687,13558,4
362,127903,13559,6
242,13944,13560,6
144,102754,13561,8
264,11471,13562,3
96,3270,13563,3
96,28953,13564,1
372,11695,13565,5
291,101411,13566,8
178,86094,13567,6
226,13760,13568,2
419,35020,13569,8
284,84318,13570,5
236,10716,13571,6
248,64201,13572,3
231,105177,13573,3
168,6754,13574,2
16,84312,13575,3
322,6527,13576,2
98,126227,13577,3
11,34514,13578,2
211,27842,13579,2
33,102714,13580,6
408,132291,13581,2
250,127292,13582,5
296,41902,13583,7
183,128493,13584,1
390,6610,13585,3
86,126422,13586,1
293,101386,13587,1
374,106832,13588,2
28,107230,13589,5
287,105096,13590,1
334,2949,13591,6
187,84099,13592,1
101,77085,13593,1
276,63656,13594,2
215,21798,13595,6
14,17113,13596,3
322,17875,13597,2
330,65910,13598,1
8,105964,13599,2
143,744,13600,1
403,42680,13601,3
196,10757,13602,2
363,16173,13603,3
9,127575,13604,2
156,126164,13605,6
173,42149,13606,8
231,17115,13607,6
290,10669,13608,8
16,105312,13609,3
408,12828,13610,6
227,29172,13611,7
245,7188,13612,5
168,77132,13613,7
135,63416,13614,7
285,10373,13615,2
262,53730,13616,4
199,106147,13617,3
309,27905,13618,7
413,4731,13619,1
82,76878,13620,1
174,37388,13621,3
164,10846,13622,3
162,101500,13623,5
79,17214,13624,6
281,15601,13625,7
319,3084,13626,5
81,126378,13627,1
248,129201,13628,3
308,10522,13629,4
103,105368,13630,5
145,130883,13631,7
2,6583,13632,1
153,63384,13633,6
357,19453,13634,2
302,63171,13635,7
128,85207,13636,3
25,64402,13637,4
229,19567,13638,3
1,6306,13639,1
336,65104,13640,3
339,10729,13641,2
121,14054,13642,7
313,924,13643,1
90,41709,13644,4
220,102415,13645,5
375,37328,13646,8
98,84227,13647,3
301,14123,13648,1
85,85608,13649,7
134,126221,13650,2
188,13834,13651,6
76,6385,13652,6
105,84139,13653,6
14,84879,13654,3
343,30648,13655,5
277,101421,13656,7
102,34752,13657,4
143,3483,13658,3
100,28256,13659,7
174,28329,13660,5
6,128121,13661,1
130,105684,13662,7
27,34872,13663,5
44,6886,13664,7
28,16639,13665,5
47,6960,13666,8
181,7150,13667,5
278,1876,13668,1
363,11429,13669,3
298,84033,13670,2
90,62709,13671,3
329,4356,13672,7
343,63348,13673,6
41,15274,13674,7
205,85573,13675,6
221,23321,13676,7
140,29549,13677,3
97,1019,13678,8
116,103705,13679,8
19,6773,13680,3
74,101317,13681,4
66,13489,13682,4
292,11,13683,1
326,42084,13684,2
398,126796,13685,8
381,129621,13686,8
1,63836,13687,1
161,63444,13688,3
110,85342,13689,7
326,84084,13690,3
106,42585,13691,5
172,43309,13692,2
371,77996,13693,8
188,6493,13694,5
91,17617,13695,2
218,14457,13696,6
185,105150,13697,8
52,84459,13698,7
41,42424,13699,7
429,128921,13700,5
94,127110,13701,2
291,30833,13702,6
328,19067,13703,1
268,10297,13704,2
201,106529,13705,5
204,10349,13706,1
138,76775,13707,4
205,3158,13708,4
438,14580,13709,2
78,34656,13710,1
115,854,13711,7
38,84860,13712,6
202,1792,13713,7
179,27591,13714,6
278,64876,13715,7
53,41930,13716,6
370,85130,13717,7
259,127784,13718,2
311,84218,13719,8
5,3563,13720,1
219,102186,13721,8
44,126650,13722,7
22,6611,13723,4
87,21065,13724,1
281,78601,13725,6
404,84557,13726,8
339,21833,13727,1
120,14091,13728,3
196,34736,13729,4
273,10705,13730,7
198,28128,13731,6
18,126506,13732,3
166,16068,13733,1
350,29443,13734,1
299,106862,13735,4
66,76489,13736,8
153,42384,13737,3
418,107073,13738,7
49,21742,13739,8
277,11339,13740,7
391,17507,13741,2
418,44073,13742,4
404,28089,13743,4
251,21152,13744,8
171,67,13745,8
30,128186,13746,5
260,17977,13747,4
325,126196,13748,3
117,128393,13749,3
411,101751,13750,1
118,105538,13751,2
202,29226,13752,5
99,8767,13753,4
264,128156,13754,4
223,10125,13755,8
100,62909,13756,4
103,126368,13757,5
28,3547,13758,5
59,106580,13759,5
269,106098,13760,5
164,52846,13761,6
83,62922,13762,3
165,3198,13763,8
388,9313,13764,4
225,53113,13765,5
357,13190,13766,8
8,13860,13767,2
368,34869,13768,8
32,13690,13769,5
33,10499,13770,6
294,42751,13771,5
164,126755,13772,3
130,128684,13773,2
180,35045,13774,7
194,27509,13775,5
72,21176,13776,5
280,63666,13777,7
77,4938,13778,5
331,43651,13779,4
242,55250,13780,4
281,21131,13781,8
265,84233,13782,2
140,8549,13783,2
389,21182,13784,5
30,84186,13785,5
76,127685,13786,7
60,4213,13787,4
180,84401,13788,3
220,21070,13789,4
335,105480,13790,7
310,65816,13791,5
339,84833,13792,2
135,28894,13793,3
36,76829,13794,6
254,22112,13795,1
125,13741,13796,8
391,42340,13797,2
22,27611,13798,4
94,27619,13799,8
228,85794,13800,6
106,21585,13801,5
60,84522,13802,3
127,7322,13803,7
237,34828,13804,7
129,51977,13805,4
57,22492,13806,5
413,17629,13807,2
308,105451,13808,5
313,128924,13809,1
254,35736,13810,7
412,77433,13811,8
51,64807,13812,8
359,36350,13813,7
138,11132,13814,4
182,128741,13815,1
312,13713,13816,7
10,1363,13817,2
111,126252,13818,6
287,126096,13819,3
21,126546,13820,4
163,127288,13821,7
214,63946,13822,3
257,129335,13823,3
356,23065,13824,6
111,21252,13825,8
229,126405,13826,8
249,63912,13827,6
89,52523,13828,4
333,84095,13829,4
107,127112,13830,1
182,105741,13831,2
8,34860,13832,2
360,8756,13833,1
254,3345,13834,3
12,105610,13835,2
210,22237,13836,7
222,105050,13837,1
331,11297,13838,8
102,18774,13839,3
369,240,13840,1
252,86828,13841,5
365,22045,13842,8
101,128076,13843,8
65,42172,13844,2
35,2773,13845,6
181,2974,13846,6
2,42244,13847,1
76,77198,13848,4
161,52127,13849,4
211,22618,13850,1
385,11533,13851,8
237,12699,13852,3
220,35240,13853,7
240,76840,13854,5
16,77940,13855,3
376,84562,13856,6
227,34765,13857,6
33,52499,13858,6
166,3594,13859,6
315,128020,13860,7
109,42527,13861,4
182,126741,13862,2
260,76864,13863,7
69,17387,13864,8
378,128375,13865,4
26,43962,13866,5
383,27608,13867,6
92,127249,13868,3
344,55920,13869,1
174,17534,13870,5
100,20909,13871,4
338,27607,13872,7
103,2900,13873,3
319,36393,13874,5
250,21292,13875,8
71,43116,13876,5
208,14164,13877,2
33,24,13878,6
209,9450,13879,4
129,9977,13880,6
27,125891,13881,5
353,105209,13882,3
170,106394,13883,5
213,18099,13884,1
148,22992,13885,2
156,5112,13886,5
437,85718,13887,8
393,63843,13888,7
254,106112,13889,2
254,17990,13890,2
431,15778,13891,1
275,129390,13892,4
329,14118,13893,3
361,101853,13894,6
179,105204,13895,8
416,78633,13896,8
374,11947,13897,1
309,18140,13898,6
353,34848,13899,1
5,2186,13900,1
52,127459,13901,8
299,29351,13902,2
201,17396,13903,7
48,978,13904,8
432,128847,13905,5
12,77884,13906,2
276,10421,13907,6
109,10406,13908,3
292,42011,13909,5
397,42613,13910,7
287,127096,13911,3
45,13932,13912,7
314,22065,13913,1
337,43406,13914,4
12,3267,13915,2
76,21685,13916,8
308,77501,13917,1
16,42312,13918,3
313,29353,13919,8
236,6512,13920,7
271,356,13921,4
298,63033,13922,1
56,6458,13923,2
17,105190,13924,3
39,3081,13925,6
217,101264,13926,2
253,64281,13927,3
234,86394,13928,1
297,42596,13929,6
249,10173,13930,3
396,4621,13931,2
59,101509,13932,7
196,8724,13933,4
362,42903,13934,2
382,21038,13935,1
135,36634,13936,7
83,20922,13937,1
130,21684,13938,3
169,9633,13939,2
44,84650,13940,7
190,14394,13941,7
275,106390,13942,1
239,43943,13943,8
389,52632,13944,4
37,53242,13945,6
244,28357,13946,1
117,17176,13947,2
102,52678,13948,3
216,84962,13949,5
78,20769,13950,6
42,36066,13951,7
199,1147,13952,6
266,17522,13953,3
95,42456,13954,3
68,85778,13955,4
241,127398,13956,1
185,42150,13957,2
54,128933,13958,2
308,42451,13959,1
279,52187,13960,2
234,6753,13961,3
56,52686,13962,6
255,109565,13963,5
240,18233,13964,5
361,84122,13965,2
256,42201,13966,7
117,3982,13967,7
290,78097,13968,4
133,105202,13969,6
313,35688,13970,4
172,2775,13971,5
232,44742,13972,7
273,109001,13973,2
293,21534,13974,5
300,13804,13975,4
387,17424,13976,3
1,7096,13977,1
77,64737,13978,5
246,128778,13979,6
95,17148,13980,5
401,35407,13981,1
131,10715,13982,4
370,129130,13983,2
39,45081,13984,7
324,15167,13985,3
43,129444,13986,7
80,102514,13987,8
406,4456,13988,3
290,36097,13989,2
219,34734,13990,1
410,434,13991,7
339,52729,13992,8
26,14089,13993,5
12,63610,13994,2
55,129154,13995,2
409,15100,13996,4
297,105596,13997,4
305,27658,13998,3
19,64001,13999,3
172,77926,14000,5
91,34808,14001,2
324,63811,14002,3
154,43486,14003,3
303,126971,14004,8
98,128227,14005,3
193,84297,14006,6
211,129618,14007,8
402,10244,14008,7
120,77091,14009,8
227,76765,14010,5
398,14412,14011,8
108,15620,14012,6
9,41911,14013,2
317,128670,14014,8
182,63741,14015,7
108,52501,14016,4
401,27844,14017,3
123,127316,14018,1
106,8029,14019,6
221,44321,14020,8
125,84716,14021,6
323,18169,14022,6
364,52376,14023,3
34,11415,14024,6
273,6654,14025,2
272,43211,14026,1
296,1491,14027,7
426,77301,14028,5
191,77195,14029,1
301,3769,14030,7
45,76932,14031,7
108,104710,14032,7
265,127233,14033,3
413,105890,14034,2
112,42988,14035,8
224,41833,14036,2
426,102210,14037,2
187,127099,14038,7
262,11730,14039,1
48,54241,14040,8
411,35609,14041,6
263,130635,14042,3
298,127033,14043,8
12,14884,14044,2
185,2985,14045,5
264,77410,14046,3
279,35367,14047,7
19,2667,14048,3
103,10006,14049,8
13,81634,14050,3
338,126047,14051,5
436,52740,14052,1
121,3379,14053,1
20,77253,14054,4
347,84426,14055,7
240,105374,14056,4
321,105526,14057,4
130,35943,14058,8
254,101990,14059,2
353,13848,14060,8
107,35531,14061,8
207,35881,14062,6
92,11050,14063,5
291,127472,14064,4
120,21307,14065,8
358,102162,14066,3
122,213,14067,1
182,741,14068,2
226,21119,14069,1
314,1065,14070,8
189,105359,14071,4
86,15036,14072,8
19,36287,14073,3
85,106608,14074,1
146,127984,14075,4
306,17372,14076,1
331,22651,14077,4
268,127616,14078,4
247,77634,14079,6
131,76608,14080,7
315,35015,14081,4
45,52136,14082,7
280,13712,14083,7
80,14720,14084,6
143,128744,14085,7
27,17792,14086,5
336,35115,14087,1
127,18517,14088,5
208,77164,14089,1
96,102408,14090,5
184,6875,14091,3
307,101820,14092,4
266,53555,14093,2
237,485,14094,4
397,15518,14095,6
53,128442,14096,2
224,125833,14097,4
195,55,14098,6
187,21099,14099,1
197,77776,14100,4
176,128399,14101,6
124,42400,14102,3
380,10410,14103,1
281,42131,14104,3
314,27653,14105,1
408,3241,14106,1
27,41891,14107,5
211,6842,14108,2
233,52133,14109,5
378,7285,14110,4
2,105244,14111,1
207,42005,14112,7
231,80115,14113,2
183,105493,14114,5
306,3172,14115,8
356,86065,14116,1
160,63381,14117,1
239,13791,14118,4
92,34695,14119,3
21,84546,14120,4
188,27493,14121,6
73,20561,14122,7
182,42741,14123,7
181,19963,14124,1
79,52215,14125,7
226,18018,14126,2
389,35852,14127,2
122,84213,14128,1
193,27470,14129,1
149,63116,14130,3
414,22410,14131,5
217,63175,14132,2
152,126603,14133,8
103,127368,14134,6
10,55414,14135,2
78,42162,14136,5
173,28043,14137,2
32,65440,14138,6
255,88565,14139,7
91,3400,14140,3
369,11824,14141,2
17,7892,14142,3
365,102869,14143,2
71,13935,14144,3
310,130816,14145,4
139,10180,14146,6
131,143,14147,4
347,8014,14148,3
24,42226,14149,4
66,106119,14150,5
154,7114,14151,1
233,18352,14152,3
246,127778,14153,8
35,63388,14154,6
153,18223,14155,1
320,21239,14156,1
301,18610,14157,2
321,63526,14158,7
349,986,14159,4
301,77123,14160,7
188,128031,14161,2
147,76686,14162,2
295,102794,14163,4
22,18642,14164,4
275,1390,14165,5
372,85349,14166,2
116,127851,14167,2
272,10344,14168,3
356,18229,14169,5
370,64130,14170,8
69,128100,14171,7
328,63358,14172,5
80,5000,14173,1
401,84406,14174,1
322,85053,14175,5
104,21782,14176,4
58,13988,14177,8
169,126531,14178,4
195,14431,14179,7
161,27362,14180,2
121,7072,14181,1
61,105981,14182,2
262,21217,14183,4
2,125874,14184,1
366,34862,14185,7
44,127650,14186,7
37,14142,14187,6
335,13740,14188,4
69,84100,14189,7
287,77010,14190,5
365,28032,14191,1
341,21265,14192,1
106,4968,14193,4
111,29661,14194,6
289,52394,14195,8
92,101190,14196,1
284,17382,14197,3
275,34738,14198,1
112,78879,14199,1
214,105946,14200,7
53,62930,14201,7
354,102361,14202,8
102,127254,14203,5
93,84677,14204,8
249,6771,14205,6
328,28757,14206,8
130,7371,14207,6
44,10283,14208,7
46,18171,14209,8
279,63192,14210,3
300,18739,14211,6
363,17649,14212,2
177,129184,14213,6
431,103516,14214,8
253,43281,14215,7
187,63099,14216,8
171,4515,14217,8
35,84388,14218,6
342,28342,14219,7
245,10270,14220,3
170,64394,14221,1
415,3023,14222,1
87,63065,14223,2
17,28892,14224,3
267,10229,14225,8
379,4563,14226,4
164,17295,14227,8
45,128407,14228,7
387,53308,14229,3
101,126076,14230,6
44,52283,14231,7
60,18640,14232,5
443,35059,14233,6
191,10058,14234,7
146,19189,14235,2
354,126626,14236,7
97,102119,14237,4
231,38115,14238,6
142,8205,14239,1
292,126011,14240,2
228,3109,14241,6
227,22563,14242,6
292,105011,14243,2
38,28484,14244,6
208,53177,14245,6
128,2937,14246,1
341,105265,14247,1
208,129819,14248,7
63,102624,14249,2
165,77930,14250,4
191,126250,14251,4
11,105929,14252,2
171,126067,14253,6
312,3328,14254,6
331,64651,14255,4
246,63778,14256,3
322,22053,14257,4
165,101628,14258,7
222,21050,14259,6
178,10688,14260,5
204,17671,14261,6
67,78428,14262,5
371,101707,14263,8
16,21312,14264,3
289,5012,14265,1
241,42398,14266,3
312,53390,14267,2
318,14019,14268,8
360,78604,14269,5
237,42485,14270,8
265,233,14271,2
329,108052,14272,6
118,52021,14273,3
310,101937,14274,3
160,105381,14275,6
108,21641,14276,3
306,1391,14277,5
353,102736,14278,7
268,616,14279,3
298,21033,14280,4
251,152,14281,5
83,86989,14282,4
340,27571,14283,4
276,102822,14284,3
374,43832,14285,4
364,105658,14286,2
212,1813,14287,1
271,76851,14288,6
103,35040,14289,3
13,101754,14290,3
241,21398,14291,4
149,105116,14292,3
12,610,14293,2
386,43276,14294,3
86,128422,14295,7
267,128775,14296,4
52,6672,14297,8
243,128219,14298,6
244,21552,14299,3
194,1249,14300,1
45,34932,14301,7
4,9818,14302,1
154,76827,14303,3
194,129249,14304,5
350,16426,14305,4
413,77971,14306,1
118,3108,14307,5
108,128641,14308,2
126,29177,14309,1
84,34936,14310,5
258,127505,14311,4
243,125908,14312,7
440,77196,14313,7
130,18407,14314,3
105,128139,14315,4
239,6984,14316,7
210,106237,14317,6
280,42666,14318,3
26,6763,14319,4
211,34674,14320,8
