actionFeedbackNumber,actionEmployeeNum,progressStartTime,progressFinishTime
455,23,2017-06-20 09:41:50.380,2017-07-21 01:44:49.720
456,23,2018-08-11 15:12:10.680,
457,23,2019-03-20 16:34:09.780,2019-05-04 03:16:44.930
458,23,2017-11-27 14:27:29.550,
459,23,2017-06-07 07:29:46.770,2017-07-16 01:16:36.400
460,23,2018-03-09 17:55:16.090,2018-03-20 08:14:41.520
461,24,2019-12-05 14:18:15.850,2019-12-25 20:16:15.770
462,24,2019-08-13 01:38:47.770,2019-08-15 07:50:27.940
463,24,2017-08-21 16:40:40.340,
464,24,2019-09-11 23:05:42.820,2019-09-14 00:50:36.140
465,24,2019-10-02 20:59:56.380,2019-11-08 15:59:02.250
466,24,2018-06-08 07:26:56.030,2018-07-11 10:15:39.940
467,24,2018-12-16 16:43:48.950,2019-01-17 12:51:46.650
468,24,2019-07-27 03:55:43.990,
469,24,2018-01-14 23:58:56.290,2018-02-16 23:54:18.310
470,24,2017-12-04 10:01:07.150,2018-01-13 18:20:20.470
471,24,2019-12-05 00:26:03.110,2019-12-23 18:47:43.130
472,24,2019-08-30 14:51:39.220,2019-09-02 13:33:04.470
473,24,2017-07-12 06:23:15.730,2017-07-16 22:25:24.700
474,24,2017-06-25 08:38:32.090,2017-07-08 01:59:52.320
475,24,2018-09-14 05:23:27.590,2018-10-30 18:51:30.330
476,24,2018-03-18 05:17:03.910,2018-04-20 07:59:28.570
477,24,2018-02-25 02:27:48.750,
478,24,2018-10-17 12:07:33.440,2018-10-19 20:24:06.520
479,24,2018-08-14 10:04:24.710,2018-08-21 23:05:43.330
480,24,,
481,25,2017-02-09 02:44:03.860,2017-02-28 18:55:49.490
482,25,2017-12-06 07:52:37.590,
483,25,2019-04-10 03:54:02.400,2019-05-07 11:26:19.090
484,25,2018-04-15 17:51:04.430,2018-04-24 13:48:35.260
485,25,2017-11-05 15:53:29.050,2017-11-26 06:12:27.480
486,25,2017-07-13 15:39:20.970,
487,25,2019-11-03 01:59:24.730,2019-12-08 17:50:32.090
488,25,2019-07-26 13:06:28.820,2019-08-30 17:38:20.450
489,25,2019-11-17 05:39:14.300,2019-12-26 00:04:43.520
490,25,2018-01-29 06:51:30.990,2018-03-17 18:09:48.410
491,25,2017-11-26 23:01:42.210,2017-11-28 13:08:42.770
492,25,2018-12-16 13:26:23.610,2019-01-11 13:01:16.960
493,25,2018-10-09 05:33:03.760,
494,25,2018-04-24 00:37:16.640,2018-05-18 15:36:14.510
495,25,2017-04-20 21:15:51.010,2017-05-12 15:49:55.750
496,25,2019-02-23 19:46:32.520,2019-03-27 08:37:48.090
497,25,2019-06-05 10:34:46.190,2019-06-30 08:27:59.820
498,25,2019-06-16 05:42:58.710,2019-08-01 13:00:03.260
499,25,,
500,25,2017-09-22 08:38:29.630,2017-09-25 17:54:50.350
501,26,2017-06-30 14:26:04.210,2017-06-30 21:49:23.870
502,26,2019-01-25 17:47:08.760,2019-03-05 10:29:27.080
503,26,2018-06-14 23:54:34.670,
504,26,2019-02-01 06:36:36.720,2019-02-26 02:04:59.320
505,26,2017-11-16 05:50:03.010,2017-11-30 09:53:31.340
506,26,2018-04-09 00:35:38.560,
507,26,2019-12-11 00:31:13.270,2019-12-16 20:42:34.670
508,26,2017-07-05 07:32:19.560,2017-07-25 03:35:43.190
509,26,2019-10-24 20:59:58.200,
510,26,2018-09-16 02:42:36.630,2018-09-19 06:15:36.800
511,26,2017-09-15 21:06:40.600,2017-09-29 20:09:19.040
512,26,2017-08-27 06:24:29.300,2017-10-07 06:59:02.350
513,26,2018-10-08 03:45:20.800,2018-11-21 01:53:47.930
514,26,2018-05-26 14:17:21.840,2018-07-09 00:46:13.930
515,26,,
516,26,2017-03-05 16:18:11.980,2017-04-04 02:26:42.320
517,26,2019-12-04 03:07:05.610,2020-01-22 13:39:08.060
518,26,2017-01-23 22:44:21.070,2017-02-22 17:38:28.220
519,26,2019-07-03 01:36:49.900,2019-07-09 21:39:48.520
520,26,2018-10-15 20:32:13.410,2018-11-20 22:24:40.950
521,27,2019-10-09 12:03:54.040,
522,27,2019-01-29 00:11:51.860,2019-02-22 23:41:31.310
523,27,2017-10-20 20:59:50.590,2017-11-04 12:24:01.740
524,27,2019-09-18 20:20:50.260,2019-11-06 09:00:02.080
525,27,2017-09-07 23:09:27.330,2017-10-18 10:18:03.330
526,27,2018-04-15 16:08:36.600,2018-06-03 10:06:41.940
527,27,2019-01-07 08:55:18.310,2019-01-09 09:10:14.380
528,27,2017-09-20 01:16:30.110,2017-11-03 17:23:01.950
529,27,2017-06-20 04:45:48.480,2017-07-15 14:53:34.860
530,27,2017-05-25 06:09:35.410,2017-07-02 12:33:40.590
531,27,2017-05-28 04:11:02.060,2017-05-29 17:43:53.760
532,27,2019-08-31 10:34:43.530,
533,27,2019-04-15 08:33:19.800,2019-04-29 18:04:12.200
534,27,2018-05-31 13:54:16.310,2018-06-23 06:39:29.570
535,27,2017-03-15 21:09:22.730,2017-04-21 13:09:37.140
536,27,2017-10-15 07:17:47.620,2017-10-30 00:02:00.460
537,27,2017-02-08 07:14:33.290,2017-02-16 11:56:12.700
538,27,2018-03-23 02:29:54.740,
539,27,2018-11-01 17:07:53.120,
540,27,2017-12-09 00:53:46.710,2017-12-28 17:55:29.870
541,28,2019-03-17 23:58:34.460,2019-03-27 11:28:14.870
542,28,2018-09-14 19:46:56.860,2018-09-19 09:43:11.490
543,28,2018-03-12 08:01:50.140,2018-04-28 17:04:25.150
544,28,2017-11-03 04:35:24.490,2017-12-17 01:00:20.210
545,28,2018-05-13 18:39:12.850,2018-05-31 09:57:08.170
546,28,2017-10-02 06:29:40.970,2017-10-05 13:35:39.500
547,28,2017-12-11 03:15:21.630,2018-01-29 01:44:43.290
548,28,2019-03-15 17:18:08.210,2019-04-14 10:42:18.080
549,28,2019-05-11 15:23:00.450,2019-06-03 19:31:03.410
550,28,2019-03-01 18:41:26.840,2019-04-18 10:23:42.460
551,28,2017-09-22 10:21:12.840,2017-09-24 16:07:32.430
552,28,2019-07-17 20:04:11.820,2019-07-18 12:01:09.260
553,28,2017-05-26 00:37:15.450,2017-07-01 16:30:23.650
554,28,2018-08-19 11:39:56.040,2018-09-28 13:54:20.770
555,28,2017-11-02 20:39:59.220,2017-12-06 14:02:21.120
556,28,2017-10-10 21:27:38.870,2017-11-29 06:47:38.830
557,28,2019-04-02 11:20:58.130,2019-05-01 10:48:16.260
558,28,2018-08-07 02:24:03.150,2018-09-24 20:39:36.440
559,28,2018-09-01 20:13:57.010,2018-10-10 10:34:30.870
560,28,2017-05-04 01:44:39.580,
561,29,2017-12-11 12:41:26.380,2018-01-07 08:31:28.360
562,29,2017-12-20 09:31:31.710,2018-01-16 14:08:25.710
563,29,2018-12-03 07:01:30.000,2019-01-13 09:27:26.610
564,29,2019-02-04 09:43:53.400,2019-02-19 15:06:27.060
565,29,2017-03-13 12:19:25.530,2017-04-14 13:57:40.330
566,29,2017-09-23 20:26:37.600,
567,29,2019-04-04 13:06:15.800,2019-05-03 21:34:13.490
568,29,2018-09-05 04:03:20.530,
569,29,2018-11-24 03:32:33.870,2019-01-04 08:23:52.000
570,29,2017-09-25 20:04:51.340,
571,29,2019-01-23 22:13:37.710,
572,29,2017-05-13 03:25:57.820,2017-06-05 19:39:06.680
573,29,2019-08-19 01:24:03.060,
574,29,2018-12-13 22:09:38.650,2019-01-24 11:51:50.550
575,29,2018-02-18 13:57:08.340,2018-04-06 07:40:41.720
576,29,2018-01-01 22:48:44.890,
577,29,2017-12-21 15:51:34.990,
578,29,2019-09-10 09:06:07.500,2019-09-25 20:47:46.530
579,29,2018-07-08 19:52:37.870,
580,29,2017-11-13 20:25:21.180,2017-11-23 01:20:35.420
581,30,2019-01-14 09:15:32.370,2019-01-18 17:50:13.600
582,30,2017-07-02 11:18:36.290,2017-08-15 09:37:06.100
583,30,2019-03-10 19:11:20.500,2019-03-14 01:37:14.360
584,30,2018-11-03 02:35:44.270,2018-12-16 05:24:31.090
585,30,2017-12-28 22:30:34.000,2018-02-08 01:55:13.860
586,30,2017-12-21 10:16:02.900,2017-12-23 11:37:09.100
587,30,2017-11-08 09:44:42.780,2017-11-12 08:10:44.500
588,30,2017-11-12 08:58:26.270,2017-11-26 22:51:03.780
589,30,2018-11-07 21:28:43.210,
590,30,2019-07-04 00:18:01.740,2019-07-23 06:14:50.970
591,30,2019-05-17 20:07:54.690,2019-07-05 02:01:39.030
592,30,2019-05-15 13:01:29.900,2019-05-20 15:21:39.760
593,30,2017-04-11 03:12:46.040,2017-04-15 17:01:32.560
594,30,2018-07-01 15:12:00.570,2018-07-20 07:26:31.400
595,30,2017-05-30 11:57:17.680,2017-06-24 07:48:57.840
596,30,2017-05-04 04:42:15.750,
597,30,2019-01-11 03:56:27.250,2019-02-09 08:05:57.640
598,30,2018-07-19 14:35:33.810,2018-08-10 21:09:21.870
599,30,2019-06-04 01:30:20.140,
600,30,2019-12-14 04:37:54.410,2020-01-22 16:39:12.730
601,31,2017-02-17 10:05:48.780,
602,31,2017-06-10 15:47:03.780,2017-07-23 03:53:01.600
603,31,2018-01-05 00:02:44.330,2018-02-06 17:33:46.160
604,31,2019-05-06 02:11:27.630,
605,31,2017-02-18 00:31:45.970,2017-04-02 02:37:47.960
606,31,2017-05-08 01:21:06.660,2017-06-03 19:15:50.760
607,31,2017-06-18 20:38:10.170,2017-08-05 02:15:35.540
608,31,2019-11-22 10:26:04.800,2019-12-04 15:10:53.380
609,31,2019-04-23 19:31:32.320,2019-05-22 07:57:24.660
610,31,2019-04-14 05:54:50.710,2019-05-17 19:18:11.290
611,31,2018-06-26 10:36:46.510,
612,31,2019-11-08 21:03:45.740,2019-12-18 16:39:23.390
613,31,2018-01-21 19:03:16.080,
614,31,2019-02-14 22:14:43.940,2019-03-04 03:38:58.120
615,31,2017-07-24 04:49:24.650,2017-08-10 20:52:55.510
616,31,2018-04-11 18:41:07.150,2018-04-15 06:55:10.140
617,31,2017-07-14 23:33:51.010,2017-07-25 02:02:07.910
618,31,2019-11-30 04:16:01.010,
619,31,2019-09-02 08:27:04.000,
620,31,2017-02-21 01:05:37.750,2017-04-11 12:16:58.280
621,32,2019-05-10 07:25:04.920,2019-05-21 20:42:04.190
622,32,2018-10-11 02:14:59.100,
623,32,2019-08-18 16:32:10.080,2019-09-23 01:14:43.970
624,32,2017-08-27 07:57:38.370,2017-09-05 05:47:56.910
625,32,2017-06-17 20:38:17.350,2017-07-13 07:43:27.540
626,32,2019-11-28 05:18:13.440,2019-12-17 08:32:12.970
627,32,2017-11-21 10:14:58.600,2017-12-23 13:15:03.320
628,32,2017-02-06 01:59:40.310,2017-03-07 12:06:59.830
629,32,2019-08-26 06:13:46.440,2019-09-27 07:58:27.220
630,32,2017-02-13 17:15:18.620,2017-03-08 07:31:44.900
631,32,2019-12-11 17:39:18.540,
632,32,2017-10-20 16:36:06.450,2017-11-17 02:08:43.350
633,32,2019-05-21 23:48:20.730,2019-07-01 12:12:04.010
634,32,,
635,32,2019-11-20 10:07:48.710,2019-11-20 11:35:00.200
636,32,2018-03-02 07:28:24.860,2018-03-15 09:30:07.000
637,32,2018-02-16 13:52:34.470,2018-02-27 23:49:26.790
638,32,2017-03-21 16:42:53.500,2017-04-28 20:43:16.380
639,32,2017-05-30 17:08:54.150,2017-06-08 18:33:46.390
640,32,2018-01-29 11:55:00.640,
641,33,2017-02-08 00:18:06.300,
642,33,2017-10-01 11:58:22.130,
643,33,2019-03-29 21:37:27.410,2019-03-31 11:37:06.820
644,33,2019-05-08 15:30:13.760,2019-06-21 20:57:20.170
645,33,2017-07-12 00:32:30.490,2017-08-25 14:37:41.380
646,33,2019-04-15 23:48:48.460,2019-05-06 09:38:14.000
647,33,2017-06-02 07:41:36.590,2017-07-09 07:49:24.620
648,33,2017-02-08 02:24:41.150,2017-03-07 04:45:06.060
649,33,2018-02-17 22:21:18.220,
650,33,2019-10-23 05:44:23.350,2019-12-07 21:58:26.630
651,33,2017-02-23 16:33:36.420,2017-02-28 05:34:27.600
652,33,2019-10-17 05:25:50.980,2019-12-02 05:51:23.180
653,33,2017-08-04 03:17:19.130,
654,33,2017-10-22 15:02:09.660,2017-11-21 08:07:26.390
655,33,2017-05-02 14:30:47.880,2017-06-16 12:53:26.340
656,33,2017-03-17 18:13:53.480,2017-04-07 22:59:40.940
657,33,2017-08-30 15:41:44.720,2017-10-01 16:10:47.360
658,33,2019-04-05 10:41:21.180,2019-05-14 15:32:55.580
659,33,2018-05-16 10:43:58.970,2018-05-17 13:55:31.050
660,33,2019-04-21 01:42:14.560,2019-05-22 14:39:46.670
661,34,2019-07-02 09:35:21.160,2019-07-11 09:56:09.930
662,34,2018-07-09 20:24:27.220,
663,34,2018-07-19 10:16:06.470,
664,34,2019-11-03 16:15:23.850,
665,34,2017-10-25 02:34:22.570,2017-11-18 05:04:29.960
666,34,2017-08-22 15:23:24.000,
667,34,2018-08-25 15:19:23.140,
668,34,2019-05-21 12:06:01.890,
669,34,2017-06-27 03:59:10.860,2017-07-17 00:18:06.460
670,34,2018-04-18 08:49:14.840,
671,34,2019-10-30 23:36:28.040,2019-11-20 06:57:07.370
672,34,2018-11-16 15:18:42.090,2019-01-05 10:31:33.300
673,34,2018-10-07 21:33:06.910,2018-10-10 15:26:06.290
674,34,2018-09-09 19:42:21.370,2018-10-09 12:52:12.160
675,34,2018-01-26 12:26:50.060,2018-02-04 03:40:51.020
676,34,2017-03-12 19:52:56.650,2017-04-28 15:31:25.390
677,34,2019-11-26 19:10:47.000,2019-12-11 08:33:04.940
678,34,2017-01-29 07:36:21.620,2017-03-11 12:08:10.640
679,34,2017-03-28 23:22:30.110,2017-05-06 05:08:15.090
680,34,2017-04-04 06:05:20.610,2017-05-06 02:53:44.940
681,35,2017-07-10 22:50:41.750,2017-07-12 23:00:06.200
682,35,2017-06-21 03:54:26.060,2017-06-22 05:24:25.920
683,35,2018-01-06 11:14:22.920,
684,35,2017-11-30 09:05:37.970,2018-01-13 18:22:04.980
685,35,2019-03-13 21:55:42.030,2019-04-10 19:04:22.960
686,35,2019-06-10 18:42:00.920,2019-06-19 09:14:30.040
687,35,2018-05-10 23:40:27.300,2018-06-19 07:19:38.450
688,35,2018-03-29 22:44:10.200,2018-05-01 00:58:36.080
689,35,2019-06-15 04:58:43.670,
690,35,2018-09-15 15:34:33.940,2018-10-12 10:26:20.240
691,35,2017-08-24 15:10:49.170,2017-09-25 22:31:33.260
692,35,2019-04-06 13:27:10.820,2019-05-13 07:01:47.070
693,35,2018-12-12 01:34:42.450,2018-12-31 16:10:45.370
694,35,2017-05-27 16:22:17.920,
695,35,2019-01-30 18:54:20.230,2019-02-10 08:28:20.860
696,35,2017-12-12 12:36:00.270,2018-01-01 16:46:52.630
697,35,2017-10-10 19:13:17.560,2017-10-31 14:38:41.480
698,35,2018-07-13 21:55:44.660,2018-08-18 03:50:57.720
699,35,2018-01-22 11:48:57.070,2018-03-09 09:03:12.260
700,35,2018-06-14 22:08:36.390,2018-08-01 20:42:42.540
701,36,2017-04-07 09:08:18.630,2017-05-14 05:56:44.450
702,36,2019-11-17 21:23:46.520,2020-01-06 04:17:37.910
703,36,2018-03-18 01:45:12.580,2018-04-28 03:44:20.880
704,36,2019-05-18 08:40:34.930,
705,36,2019-10-29 20:46:48.130,2019-12-06 09:49:37.740
706,36,2019-06-22 03:08:37.010,2019-07-11 01:56:24.610
707,36,2017-02-01 09:52:13.000,
708,36,2018-09-17 21:17:50.260,2018-10-27 07:50:46.040
709,36,2018-04-13 13:32:46.010,2018-05-29 10:59:54.880
710,36,2017-11-06 15:10:50.650,2017-11-28 14:32:43.780
711,36,2018-02-26 13:22:43.830,2018-03-29 01:16:17.320
712,36,2018-09-14 02:31:44.220,2018-09-20 11:26:42.390
713,36,2019-07-28 12:11:22.850,2019-09-12 12:24:58.500
714,36,2019-08-01 02:18:24.760,2019-09-04 16:37:29.000
715,36,2019-04-17 06:37:58.040,2019-05-06 15:12:20.790
716,36,2019-10-08 18:01:37.810,2019-10-19 02:13:51.400
717,36,2018-01-12 23:15:53.960,2018-02-06 14:29:31.870
718,36,2017-11-17 22:04:54.210,2017-11-27 05:14:10.780
719,36,2019-07-26 17:40:16.590,2019-08-22 22:14:45.720
720,36,2019-11-09 20:43:07.650,
721,37,2019-11-29 17:59:14.460,
722,37,2019-06-15 08:15:11.400,2019-06-25 21:10:00.070
723,37,2019-08-12 13:51:18.310,2019-08-24 12:55:04.280
724,37,2019-02-18 14:49:12.350,2019-02-22 04:00:25.430
725,37,2018-11-20 22:40:16.890,2018-11-28 23:26:25.480
726,37,2018-05-06 08:55:57.200,2018-05-24 04:37:45.540
727,37,2019-08-26 16:17:12.810,2019-09-16 13:56:09.740
728,37,2017-07-16 04:56:19.050,2017-08-01 05:56:44.520
729,37,2017-02-17 18:23:49.770,2017-03-24 16:41:25.190
730,37,2018-04-27 08:34:21.400,
731,37,2017-09-09 08:29:54.320,2017-09-13 10:07:20.060
732,37,2018-09-25 19:45:15.650,2018-10-01 14:22:20.410
733,37,2018-01-06 06:20:41.190,2018-02-17 18:50:57.140
734,37,2019-03-30 04:50:15.210,2019-05-16 02:00:28.290
735,37,2018-10-12 20:28:31.230,
736,37,2018-12-22 03:14:22.340,2019-02-02 03:28:09.810
737,37,2017-10-30 13:01:02.930,
738,37,2017-06-24 02:42:44.560,2017-07-14 17:58:46.520
739,37,2017-11-17 10:03:45.230,2017-12-05 00:42:00.630
740,37,2019-02-26 15:26:55.540,2019-03-18 13:37:44.600
741,38,2019-04-10 21:24:03.170,2019-05-21 05:54:57.830
742,38,2019-03-06 13:58:10.960,2019-04-16 11:58:34.350
743,38,2019-07-11 15:19:16.810,2019-08-17 12:50:57.620
744,38,2018-09-08 12:54:37.830,2018-09-30 05:17:33.940
745,38,2017-06-30 03:22:59.720,2017-07-27 20:48:12.460
746,38,2017-04-07 05:23:50.940,2017-04-19 16:25:10.660
747,38,2019-05-28 13:57:39.120,2019-05-29 16:08:20.050
748,38,2019-02-21 14:09:08.800,
749,38,2017-07-26 07:23:36.620,2017-09-10 09:32:10.510
750,38,2017-04-01 18:19:44.450,2017-05-09 21:53:35.700
751,38,2018-07-30 17:04:26.430,
752,38,2018-12-05 17:42:09.980,2018-12-13 10:23:04.600
753,38,2019-06-12 16:58:49.090,2019-07-25 11:20:18.480
754,38,2019-06-16 19:08:39.420,2019-06-17 18:44:56.600
755,38,2018-02-14 20:16:57.840,2018-03-02 11:02:43.010
756,38,2017-09-11 18:35:07.450,2017-09-27 16:36:32.490
757,38,2019-03-14 00:38:03.390,
758,38,2018-02-11 09:04:11.810,2018-02-16 16:26:51.400
759,38,2018-12-26 00:15:05.920,
760,38,2019-02-22 18:20:16.760,2019-03-29 09:43:29.250
761,39,2019-01-20 01:31:07.360,2019-02-25 07:16:46.910
762,39,2019-06-06 23:34:03.020,2019-06-14 11:55:59.250
763,39,,
764,39,2018-12-24 12:55:18.040,2018-12-29 08:05:58.330
765,39,2017-01-28 02:45:27.320,2017-02-27 02:52:28.040
766,39,2018-06-06 10:27:58.510,2018-06-17 03:23:18.070
767,39,2017-04-20 01:55:26.910,
768,39,2018-10-30 07:46:26.670,2018-12-03 23:18:30.420
769,39,2018-06-26 02:00:02.100,2018-07-05 18:36:34.650
770,39,2018-08-13 01:40:24.870,
771,39,2019-08-07 11:26:40.440,
772,39,2018-07-29 06:14:49.850,2018-09-15 12:28:46.500
773,39,2018-06-14 07:25:13.460,2018-07-15 16:43:13.240
774,39,2019-02-05 12:46:21.540,2019-02-15 13:09:46.810
775,39,2018-09-17 19:42:54.420,2018-11-06 17:33:02.400
776,39,2017-09-10 16:10:23.550,2017-09-18 10:57:39.110
777,39,2018-11-24 12:21:12.840,2018-12-24 16:28:40.110
778,39,2019-05-06 08:41:13.980,2019-05-07 12:07:57.970
779,39,2017-12-13 07:33:19.970,
780,39,2018-12-21 02:56:08.920,2019-01-07 08:15:07.780
781,40,2018-08-13 15:38:04.500,
782,40,2019-04-01 07:05:55.610,2019-04-18 14:36:15.480
783,40,2019-01-07 09:34:54.060,2019-02-12 10:33:20.180
784,40,2018-04-02 02:00:35.620,
785,40,2019-07-16 01:02:18.400,2019-08-17 04:54:42.910
786,40,,
787,40,2019-08-24 21:52:29.200,2019-08-26 04:55:47.810
788,40,2019-01-30 15:00:24.870,
789,40,2018-10-25 11:46:08.080,2018-12-06 18:39:28.210
790,40,2018-10-09 09:41:40.700,2018-10-17 19:36:02.280
791,40,2017-05-03 01:38:02.600,2017-06-19 08:42:44.170
792,40,2018-11-17 05:17:10.720,2018-12-15 09:35:13.140
793,40,2018-06-10 13:32:43.180,2018-07-06 09:40:39.990
794,40,2018-10-15 19:55:55.730,
795,40,2017-12-14 11:04:11.660,2017-12-19 15:58:25.110
796,40,2018-04-14 17:39:41.590,2018-05-15 10:08:28.710
797,40,2019-10-01 13:07:26.340,
798,40,,
799,40,2019-11-08 20:23:30.930,
800,40,2018-06-20 05:09:12.360,2018-07-22 00:22:28.970
801,41,2017-02-17 18:06:05.570,2017-04-02 12:50:38.560
802,41,2018-08-14 16:56:11.790,2018-09-14 05:53:49.860
803,41,2018-02-04 02:05:19.190,2018-02-05 10:34:17.380
804,41,2017-04-01 13:16:29.010,2017-04-06 10:49:02.130
805,41,2019-09-05 20:04:59.280,2019-09-16 10:31:50.400
806,41,2017-09-12 11:34:43.260,2017-09-26 02:39:21.240
807,41,2018-01-28 05:53:47.340,
808,41,2017-03-30 06:50:03.360,2017-04-14 22:21:59.120
809,41,2017-06-08 15:15:40.840,2017-07-26 21:26:43.060
810,41,2018-10-07 02:00:43.060,
811,41,2019-04-10 14:22:18.970,2019-05-28 09:33:33.040
812,41,2017-07-08 11:14:36.040,2017-08-10 04:41:15.390
813,41,2018-07-09 18:08:06.500,2018-07-13 18:25:56.260
814,41,2017-02-16 04:26:48.190,
815,41,2019-06-02 02:00:32.010,2019-06-18 04:31:59.900
816,41,2018-07-06 09:17:48.250,2018-08-01 02:14:45.700
817,41,2018-07-11 03:19:45.360,2018-07-17 14:42:06.940
818,41,2018-05-20 02:23:29.560,2018-06-26 18:37:27.660
819,41,2018-02-02 00:47:34.840,2018-03-15 02:19:11.480
820,41,2017-02-16 19:10:48.420,
821,42,2018-04-28 07:32:12.770,2018-05-03 09:19:14.960
822,42,2018-08-30 15:01:23.680,
823,42,2017-09-26 20:10:02.310,
824,42,2017-07-24 21:51:32.800,2017-08-14 07:09:34.730
825,42,2017-03-30 21:15:53.660,2017-05-17 09:34:42.190
826,42,2017-07-07 00:00:35.780,2017-08-12 13:43:14.780
827,42,2018-11-17 10:14:24.740,
828,42,2018-02-09 15:46:35.650,2018-03-09 06:11:50.500
829,42,2018-06-19 21:18:31.240,2018-08-08 02:37:32.620
830,42,2017-07-30 14:10:35.360,2017-09-11 21:43:54.360
831,42,2019-03-07 13:40:42.190,2019-04-03 16:22:10.720
832,42,2019-07-04 21:02:58.000,2019-08-05 23:47:22.080
833,42,2019-04-06 19:21:36.140,2019-05-07 20:11:12.470
834,42,,
835,42,2018-06-19 18:32:26.590,2018-07-28 03:15:23.410
836,42,2018-12-20 22:18:33.010,
837,42,2018-03-10 04:42:55.480,2018-03-17 20:44:33.710
838,42,2017-02-16 06:36:47.930,2017-03-24 16:40:59.270
839,42,2018-10-16 13:34:53.590,
840,42,2018-10-09 14:15:38.880,2018-11-22 10:57:47.420
841,43,2017-08-23 01:41:57.020,2017-10-01 01:05:21.510
842,43,2019-11-09 13:19:12.310,
843,43,2018-08-08 09:36:19.920,2018-08-21 19:39:11.850
844,43,2019-04-08 06:21:52.640,2019-05-09 18:14:58.930
845,43,2019-09-30 02:52:45.810,2019-10-04 17:39:50.240
846,43,2019-08-29 13:08:04.780,2019-09-08 22:18:33.510
847,43,2017-12-27 08:17:28.820,
848,43,2017-11-27 04:37:20.690,2017-12-02 13:49:45.200
849,43,2019-03-07 00:16:37.030,
850,43,2018-07-25 20:55:04.020,2018-08-28 11:07:45.040
851,43,2018-10-04 01:45:58.010,2018-10-13 02:29:06.120
852,43,2018-01-21 20:07:58.900,2018-02-01 10:47:03.310
853,43,2017-10-06 22:38:05.450,
854,43,2019-10-11 10:40:29.320,2019-10-23 19:04:54.350
855,43,2017-08-04 12:44:10.820,
856,43,2019-12-14 20:37:09.020,2019-12-16 23:17:30.690
857,43,2019-10-13 03:51:53.150,
858,43,2019-09-23 13:42:30.630,2019-10-24 03:29:23.510
859,43,2017-09-26 22:58:46.330,2017-09-29 03:29:25.230
860,43,2019-05-30 05:20:34.270,2019-06-02 09:41:52.070
861,44,2019-01-20 04:17:15.860,
862,44,2019-05-07 02:28:15.910,
863,44,2018-05-06 18:44:17.630,2018-06-08 03:56:01.800
864,44,2017-08-18 20:48:01.520,
865,44,2017-05-27 00:47:15.590,2017-06-03 01:15:12.010
866,44,2018-01-06 11:12:59.530,2018-01-19 02:11:02.550
867,44,2017-02-25 07:49:53.790,2017-03-31 16:38:21.020
868,44,2019-03-18 04:33:46.510,2019-04-23 07:14:42.180
869,44,2017-12-08 18:14:23.960,
870,44,2019-04-27 21:26:02.270,2019-05-22 04:12:00.470
871,44,2017-02-28 11:10:45.810,2017-03-30 13:27:20.140
872,44,2019-02-10 12:43:29.110,2019-02-19 07:52:40.150
873,44,2017-04-06 10:17:09.190,2017-05-23 03:35:29.620
874,44,2017-04-11 03:27:39.660,2017-05-05 14:38:44.460
875,44,2018-09-07 19:52:57.140,
876,44,2018-09-28 07:34:14.420,2018-10-25 16:22:50.040
877,44,2018-08-26 17:11:10.890,2018-09-21 18:28:01.620
878,44,2018-04-26 07:18:03.920,2018-06-11 17:45:39.540
879,44,2018-04-28 05:43:47.590,2018-06-12 20:55:34.640
880,44,2017-03-28 19:03:33.810,
881,45,2018-09-08 16:23:22.220,2018-09-12 12:31:10.030
882,45,2019-05-11 05:29:30.130,2019-05-15 15:31:18.530
883,45,2018-09-28 20:56:15.520,2018-10-29 06:10:13.950
884,45,2017-10-07 21:22:15.360,2017-10-16 09:41:09.200
885,45,2019-08-11 04:38:14.750,2019-09-17 12:30:54.330
886,45,2017-09-11 19:47:51.940,
887,45,2018-02-21 08:07:19.240,2018-03-15 00:15:35.980
888,45,2018-06-09 20:30:34.440,2018-06-24 16:42:12.810
889,45,2018-03-30 00:57:30.320,2018-04-20 03:04:45.520
890,45,2019-08-29 10:41:20.290,2019-09-04 02:42:28.530
891,45,2019-10-05 07:08:02.010,2019-10-09 04:30:47.370
892,45,2019-11-30 06:06:16.720,2019-12-16 03:57:56.230
893,45,2017-08-11 06:28:29.750,2017-08-14 01:08:52.430
894,45,2017-03-29 21:16:04.950,2017-04-13 18:55:46.450
895,45,2019-06-06 06:35:30.470,2019-06-19 10:23:06.250
896,45,2019-06-19 09:59:25.070,2019-07-30 00:44:02.400
897,45,2018-08-04 04:45:46.090,2018-09-22 08:02:04.160
898,45,2019-06-19 16:08:00.250,2019-07-18 22:17:06.030
899,45,2019-01-24 16:43:07.040,2019-02-02 19:32:17.430
900,45,2017-12-03 16:38:54.250,2017-12-19 23:55:44.620
901,46,2019-01-06 22:22:57.460,2019-01-18 15:56:03.840
902,46,2017-10-14 19:41:13.330,2017-10-31 09:12:51.870
903,46,2017-06-17 16:12:55.230,2017-07-10 17:01:36.300
904,46,2017-05-04 03:44:34.940,2017-05-05 11:42:19.430
905,46,2017-07-17 04:42:36.670,2017-07-30 10:18:16.760
906,46,2019-10-15 18:57:04.120,
907,46,2017-10-01 13:43:35.270,2017-10-15 06:33:49.540
908,46,2018-11-04 10:43:32.090,2018-11-14 10:00:16.520
909,46,2017-02-23 21:39:28.470,2017-03-03 00:26:42.100
910,46,2017-06-24 07:44:37.690,
