requestedBillingNumber,requestedLineNumber,requestedServiceChargeAmount,requestedServiceNumber
53,442,3738.0906,13183
53,3486,1274.6993,12475
53,7896,4836.0139,11671
53,9865,3999.8468,7686
53,14709,2427.8444,12566
53,17549,4899.8488,7578
53,20930,767.3787,12801
53,21442,3729.8854,9484
53,28896,4880.5047,8475
53,35709,3449.1851,10226
53,41930,1691.3437,13716
53,42442,3017.2927,8556
53,51865,3613.9903,8575
53,62930,1744.5283,14201
53,63442,3192.6189,10788
53,77709,3748.8622,9006
53,84442,2505.3495,8877
53,101549,3063.1767,13151
53,105442,4017.4890,13147
53,125930,3700.8734,12322
53,126442,2974.8351,8067
53,127442,2072.0145,11779
53,128442,3858.9796,14096
54,933,746.3378,9694
54,2733,3247.0098,14599
54,6315,4724.6999,11011
54,9861,3330.0909,13002
54,13559,4913.4649,7839
54,18310,1447.1537,9093
54,21933,4083.9328,14483
54,27315,543.1692,12918
54,34559,861.1889,13510
54,42933,1222.8233,9690
54,51861,2197.1864,7907
54,63933,4336.3489,11561
54,76559,1185.2131,14610
54,84933,2986.5349,14401
54,102310,2443.6345,13530
54,105933,572.1311,11463
54,126933,3811.7985,12440
54,127933,525.5662,8156
54,128933,1215.8251,13958
55,1154,3448.5531,11944
55,6477,2915.0119,13249
55,7760,3730.6650,9817
55,10289,3714.2537,8746
55,16185,4066.6096,11465
55,17203,3692.1877,9650
55,22154,3045.1078,11304
55,28760,2391.6727,10195
55,37185,3656.6186,11986
55,43154,518.9493,12787
55,52289,1968.2506,9004
55,64154,2023.1381,7783
55,79185,1337.3738,12464
55,85154,1993.0836,9893
55,101203,3558.1052,9619
55,106154,775.0965,9452
55,129154,4029.6448,13995
56,449,4406.9116,11144
56,3039,4697.7092,14593
56,6458,1576.1917,13923
56,10686,3971.1865,8542
56,13676,523.8991,8110
56,18160,2881.7693,12068
56,21449,3947.6222,11843
56,27458,4168.1672,11777
56,34676,1196.1753,7798
56,42449,425.7658,10813
56,52686,4468.8599,13962
56,63449,4035.2126,12995
56,76676,2215.3240,9676
56,84449,243.5573,10551
56,102160,1019.5001,11286
56,105449,3096.1583,14634
56,126449,405.2781,10052
56,127449,660.1466,10726
56,128449,3175.8770,8091
57,1492,4185.5241,7658
57,3927,475.6262,14647
57,7778,1144.5851,14662
57,10413,2941.1023,8439
57,13737,1229.8422,12861
57,20325,3886.5898,7376
57,22492,2539.8042,13806
57,28778,2955.0061,13552
57,34737,4318.3520,8559
57,43492,4365.7431,12733
57,52413,3562.8623,11282
57,64492,3121.8107,14450
57,76737,3783.2119,10869
57,85492,898.2925,11198
57,104325,3494.5175,13338
57,106492,752.1127,8136
57,129492,1866.9965,9031
58,134,3135.6141,8383
58,2673,4798.6677,13118
58,7605,2127.7514,12091
58,10482,2336.0176,13117
58,13988,1343.3756,14177
58,18154,4232.8885,7523
58,21134,1502.4228,9339
58,28605,528.0943,12512
58,34988,2672.3094,12230
58,42134,4271.9454,11955
58,52482,4270.3954,8498
58,63134,4481.0991,8170
58,76988,2746.9619,12459
58,84134,3049.9086,8910
58,102154,1066.3983,12604
58,105134,2118.2311,13125
58,126134,2390.5032,8477
58,127134,3660.0006,7436
58,128134,319.0010,11364
59,1580,4104.3518,13387
59,2698,1071.9758,12595
59,6276,4668.0848,8202
59,10208,3536.3725,9852
59,16563,4057.4862,12045
59,17509,2298.5385,10930
59,22580,547.0107,12149
59,27276,2734.4663,8627
59,37563,4059.4843,12167
59,43580,4893.4670,11254
59,52208,1364.7447,11686
59,64580,402.0350,9868
59,79563,3164.5221,10650
59,85580,3826.5252,11563
59,101509,946.0264,13932
59,106580,424.5938,13759
59,129580,1282.7507,10344
60,522,4821.5475,12946
60,4213,4593.2241,13787
60,6991,1991.6953,12670
60,13398,4310.9522,11768
60,14597,418.1455,14338
60,18640,3244.4312,14232
60,20773,377.6786,12051
60,21522,238.7352,12836
60,27991,895.5676,7672
60,35597,1338.7550,12815
60,41773,981.1584,13394
60,42522,1035.3732,13439
60,55398,403.8768,8147
60,62773,2903.4537,11025
60,63522,3501.5831,8896
60,77597,3464.1097,10875
60,84522,2631.6569,13802
60,102640,3583.5566,7685
60,105522,306.9706,8671
60,125773,940.9713,11222
60,126522,3546.8393,12697
60,127522,3242.9330,9646
60,128522,1036.7841,8954
61,981,2353.2995,11383
61,5484,4786.7538,12709
61,7387,1061.8893,11276
61,9973,3881.1052,12666
61,14335,2210.4768,9968
61,18251,2232.7815,12699
61,21981,2272.9402,7456
61,28387,2517.4520,11124
61,35335,2196.2181,11769
61,42981,497.2497,11600
61,51973,1519.6312,11073
61,63981,4058.2749,12158
61,77335,993.7958,9777
61,84981,4805.7781,11893
61,102251,448.8168,14697
61,105981,1466.5631,14182
61,126981,528.3860,11641
61,127981,4640.5603,10086
61,128981,2969.2258,7387
62,675,367.2179,11772
62,2763,1751.0687,8717
62,6781,878.6017,7606
62,13316,3621.8976,9632
62,13498,1906.0686,8927
62,17362,806.9221,9957
62,21675,4475.6436,8597
62,27781,1111.2444,10801
62,34498,2769.4816,11086
62,42675,1618.0435,11990
62,55316,3615.2827,7569
62,63675,3683.4463,8719
62,84675,4010.8636,12324
62,101362,2456.1280,13163
62,105675,4794.1233,11257
62,126675,4433.6133,14696
62,127675,3946.9707,7646
62,128675,644.7118,9903
63,124,1750.1609,9176
63,3079,2188.4562,11767
63,7826,375.1675,13305
63,9875,3816.7043,8034
63,13748,3470.6025,9601
63,18624,1249.7613,14327
63,21124,3607.2264,9596
63,28826,4779.2498,8797
63,34748,4470.9360,9648
63,42124,1642.0849,8112
63,51875,4851.1919,11864
63,63124,3607.9799,11057
63,76748,3876.6556,8846
63,84124,988.7847,10723
63,102624,4770.9928,14249
63,105124,4089.0616,12434
63,126124,4223.5613,7597
63,127124,2919.5198,10091
63,128124,1501.3356,8913
64,155,943.7723,9992
64,4081,2706.3033,12043
64,7083,4532.2655,14402
64,10098,653.1288,8899
64,15416,1975.6074,13130
64,17131,4718.7019,11821
64,21155,1076.3938,12138
64,28083,2768.2145,8912
64,36416,2152.5585,9843
64,42155,3693.6336,9328
64,52098,4990.6286,9552
64,63155,4949.1912,9657
64,78416,965.7578,8812
64,84155,4583.6299,9731
64,101131,2872.9632,8253
64,105155,796.4523,13296
64,126155,1592.9688,11378
64,127155,4538.1242,7690
64,128155,433.3930,8269
65,172,2524.9444,7400
65,6853,1929.3160,14644
65,7567,3074.2702,8825
65,9896,2355.9138,8727
65,13479,281.4562,10841
65,18309,384.4817,7586
65,21172,1323.4382,10708
65,28567,4162.2631,9643
65,34479,3695.3191,9166
65,42172,3722.2524,13844
65,51896,903.4599,9801
65,63172,4534.3551,9102
65,76479,4551.7121,12416
65,84172,3577.6333,12263
65,102309,1861.6743,13097
65,105172,3440.0655,14476
65,126172,4216.5042,11614
65,127172,4014.5165,8780
65,128172,1523.3727,13405
66,1119,4381.2776,9945
66,3506,1926.7615,11970
66,7451,3079.5728,12049
66,11479,4392.5972,14465
66,13489,4962.8729,13682
66,17845,1862.8542,7768
66,22119,1979.4347,14478
66,28451,1231.0579,9070
66,34489,761.9793,11485
66,43119,4542.6911,14605
66,53479,4206.5995,10333
66,64119,1351.6649,10719
66,76489,421.2212,13736
66,85119,3054.6996,9276
66,101845,4630.0280,7916
66,106119,4653.6464,14150
66,129119,682.3359,10024
67,107,2012.3496,11063
67,3142,214.9765,8973
67,9523,2585.7872,13182
67,11335,4073.9016,12705
67,15428,3596.6363,14666
67,18547,4101.0094,12618
67,21107,1150.3003,7478
67,30523,3493.8418,13027
67,36428,2752.6940,7553
67,42107,4599.5667,11896
67,53335,834.7972,10684
67,63107,391.6871,10500
67,78428,4564.4985,14262
67,84107,4938.2525,12451
67,102547,4521.5845,8161
67,105107,4682.1056,8435
67,126107,530.1193,10469
67,127107,2702.4265,10747
67,128107,3744.3307,7961
68,1778,4342.4112,14559
68,3681,4467.5868,11628
68,6746,2920.5045,10120
68,11246,4338.4296,10331
68,13565,4317.1179,11408
68,18934,1199.6207,10744
68,22778,2276.9294,8799
68,27746,1353.2123,8076
68,34565,4861.5466,14672
68,43778,3325.4586,9351
68,53246,4342.5634,12387
68,64778,3124.2523,7723
68,76565,3669.9001,10612
68,85778,4493.5332,13955
68,102934,1106.8586,8931
68,106778,648.4733,10926
68,129778,3729.7293,11847
69,100,375.4233,10970
69,3723,3179.3184,9078
69,6982,2555.3345,11845
69,11311,4840.3666,14630
69,16562,2803.1013,8885
69,17387,381.3563,13864
69,20782,401.0908,13309
69,21100,774.0431,9673
69,27982,2869.0661,13371
69,37562,770.4292,8824
69,41782,4754.6264,9575
69,42100,507.9721,10360
69,53311,1032.6830,7540
69,62782,3215.3130,14525
69,63100,3549.9376,13440
69,79562,2198.9252,9504
69,84100,4272.1005,14189
69,101387,2710.4081,9710
69,105100,486.7544,8869
69,125782,3163.2856,14324
69,126100,3563.9450,7932
69,127100,4186.3334,13430
69,128100,2589.9998,14171
70,816,1068.1902,8988
70,5449,2950.1832,7480
70,6791,990.3620,13546
70,10003,2165.0919,10311
70,13939,2484.8003,11784
70,17391,4120.0839,11306
70,21816,3955.9952,12581
70,27791,1980.4545,10867
70,34939,1104.6993,11055
70,42816,412.1201,7880
70,52003,4368.6152,12642
70,63816,217.5706,8045
70,76939,2573.7446,12340
70,84816,3488.5040,10182
70,101391,626.0043,10498
70,105816,1597.7062,11062
70,126816,4120.6928,8830
70,127816,2308.5536,11823
70,128816,3656.6719,12522
71,1116,4833.5017,14638
71,3169,4012.4705,12866
71,6451,2956.3234,14642
71,12335,1205.1977,8777
71,13935,4419.8051,14144
71,17722,738.8442,12772
71,22116,2506.3123,9677
71,27451,3172.1140,7386
71,34935,655.1698,7678
71,43116,1255.0279,13876
71,54335,1991.4292,14495
71,64116,596.5610,10253
71,76935,4267.1276,10126
71,85116,3143.3406,13551
71,101722,1802.2363,11606
71,106116,3315.5842,7353
71,129116,2748.7323,13102
72,176,2766.8142,8879
72,4380,3539.5248,10112
72,6821,4061.4959,12066
72,11423,2890.5114,13391
72,13587,1640.5236,12319
72,17859,4219.6586,11392
72,20724,1989.9839,8919
72,21176,501.7760,13776
72,27821,3128.6605,8651
72,34587,285.6222,14684
72,41724,2476.7517,7406
72,42176,3504.7692,7402
72,53423,1849.4335,10372
72,62724,1254.8559,14552
72,63176,3301.0273,14528
72,76587,3677.6997,10735
72,84176,1983.8519,12792
72,101859,341.6534,12552
72,105176,2011.9996,9572
72,125724,3682.0762,10510
72,126176,2724.0183,7850
72,127176,2949.1186,12419
72,128176,2698.5112,9083
73,968,2399.7863,13173
73,2820,4926.1942,9240
73,7098,476.1643,10741
73,10536,4173.2047,8788
73,13530,4532.3146,9184
73,20561,716.0779,14122
73,20765,4235.7862,11509
73,21968,545.1713,13053
73,28098,1203.8570,12580
73,34530,2730.8389,11024
73,41765,623.8604,10175
73,42968,1576.3322,8338
73,52536,2956.1960,13528
73,62765,2390.1260,7837
73,63968,1701.5052,10745
73,76530,1018.1665,8494
73,84968,782.8336,8393
73,104561,3646.6188,8330
73,105968,3351.1776,12025
73,125765,2880.5399,12572
73,126968,645.1848,8096
73,127968,976.9466,9091
73,128968,3517.6091,13062
74,598,1324.1375,7534
74,3120,1523.0942,12063
74,6959,4522.6342,8783
74,10405,3644.6268,11261
74,14427,1497.3104,12557
74,17317,2002.3522,10671
74,21598,4135.8322,10700
74,27959,2809.6501,9693
74,35427,3467.6272,9422
74,42598,3199.8723,9416
74,52405,1349.0702,10545
74,63598,1521.2413,9949
74,77427,248.3034,9970
74,84598,1693.3885,12145
74,101317,1560.3500,13681
74,105598,3470.5564,10042
74,126598,489.0640,7617
74,127598,1968.8880,10300
74,128598,3888.9322,12109
75,479,3716.9983,12218
75,6351,2846.6509,9068
75,7076,2696.4843,14575
75,9979,3168.5760,7753
75,14839,2194.4936,9034
75,17502,1131.8304,12643
75,21479,4931.3951,13042
75,28076,3303.9960,12487
75,35839,3775.8909,7853
75,42479,3309.1486,11167
75,51979,2560.8643,12714
75,63479,1397.5284,8207
75,77839,1589.1488,9510
75,84479,759.3095,8324
75,101502,436.9099,9381
75,105479,1521.2845,12448
75,126479,2645.1743,7551
75,127479,1044.8746,10693
75,128479,1714.1764,9145
76,685,1859.8632,12875
76,4729,3197.8095,10131
76,6385,4326.9329,13652
76,12147,4444.8978,10863
76,14198,634.1605,13080
76,17288,4963.3390,10053
76,20897,3173.6811,8624
76,21685,388.0419,13916
76,27385,4099.5564,11406
76,35198,1447.9905,11859
76,41897,4298.1254,12969
76,42685,1895.8444,11283
76,54147,542.4080,8490
76,62897,1541.6030,12190
76,63685,1105.3391,11522
76,77198,566.2710,13848
76,84685,4280.2974,13093
76,101288,609.2516,7636
76,105685,2172.5436,9001
76,125897,1462.6175,10933
76,126685,3584.5739,14365
76,127685,4400.7991,13786
76,128685,2013.6167,12740
77,1737,1598.7174,7680
77,4938,597.6845,13778
77,7615,4731.3383,10506
77,11836,3669.9863,10489
77,13537,3252.1173,12984
77,17531,3626.8870,11210
77,22737,901.0245,7693
77,28615,1896.6138,12811
77,34537,2636.8317,10799
77,43737,3399.6246,10362
77,53836,1815.9139,9469
77,64737,981.7310,13978
77,76537,2837.5164,12673
77,85737,2054.7665,9076
77,101531,4478.3172,14573
77,106737,3184.3212,7699
77,129737,2443.2109,10848
78,162,3682.4429,11468
78,3220,718.6237,10428
78,6910,3166.1127,8127
78,12064,4747.7363,10251
78,13656,1744.7736,9919
78,17841,521.9027,8792
78,20769,2299.8959,13950
78,21162,4059.2634,10846
78,27910,3130.2730,10005
78,34656,1780.0403,13710
78,41769,402.4914,11064
78,42162,836.0001,14136
78,54064,1732.7818,11434
78,62769,1080.8521,9701
78,63162,2051.9960,11369
78,76656,869.2460,14661
78,84162,2107.5811,10110
78,101841,4961.3613,10132
78,105162,3510.1783,7622
78,125769,2660.2647,7522
78,126162,1027.3047,11762
78,127162,3738.3335,7667
78,128162,3677.7573,12208
79,1057,4359.5936,13167
79,3846,547.7232,12057
79,8295,3196.4838,8420
79,10215,2998.5385,8048
79,16804,3267.4870,8670
79,17214,2749.4917,13624
79,20860,748.6858,10871
79,22057,4039.0091,12355
79,29295,4611.8786,13436
79,37804,1383.2873,12561
79,41860,2851.5708,14633
79,43057,4728.0656,10176
79,52215,600.9066,14125
79,62860,1587.3875,7911
79,64057,1956.7191,11793
79,79804,3351.5891,8108
79,85057,2727.2309,13355
79,101214,3312.6748,13329
79,106057,372.6669,8438
79,125860,1213.2293,10367
79,129057,3966.1350,11094
80,3566,444.8396,12317
80,5000,931.2745,14173
80,7040,2722.3452,10634
80,11182,4116.7231,9874
80,14720,2002.7029,14084
80,18514,2441.6367,12069
80,24566,3110.7683,10539
80,28040,3547.9926,9948
80,35720,2895.5789,7935
80,45566,251.5382,10603
80,53182,1406.1281,12765
80,66566,3398.4389,12646
80,77720,2493.6865,7909
80,87566,3165.7840,10572
80,102514,2952.0712,13987
80,108566,2408.2395,13236
80,131566,286.2882,8829
81,378,1555.7975,14328
81,2687,3891.6167,7603
81,9127,2183.6462,9387
81,10827,4421.6319,8469
81,14224,4540.1314,13351
81,17877,2316.1038,10162
81,21378,1295.4403,13013
81,30127,4334.8840,12471
81,35224,2824.6655,11365
81,42378,1900.0931,12005
81,52827,2787.1766,8445
81,63378,4965.6125,14546
81,77224,3509.3411,8192
81,84378,4895.7291,9279
81,101877,2585.8442,8693
81,105378,729.3900,8066
81,126378,2579.9302,13627
81,127378,800.9705,11209
81,128378,3152.9064,9806
82,30,2499.3877,10096
82,3450,3822.4819,12367
82,7920,1841.9074,9436
82,11353,3682.6874,14663
82,13878,2482.1370,12921
82,17309,2119.3384,10614
82,21030,943.4001,12414
82,28920,3578.2381,9815
82,34878,890.5681,11630
82,42030,805.9840,9298
82,53353,4976.5758,9905
82,63030,1365.1788,9131
82,76878,3389.8904,13620
82,84030,2451.6914,12711
82,101309,500.5337,8177
82,105030,3814.0838,7766
82,126030,1310.1416,12775
82,127030,2826.3815,8862
82,128030,3140.0684,9995
83,2769,2291.3094,11017
83,2989,473.1912,11033
83,7066,3893.2367,12523
83,12000,606.4274,9310
83,13973,2172.8390,8042
83,17591,1453.2829,11415
83,20922,1360.2466,13937
83,23989,2301.4403,13295
83,28066,2191.8898,9462
83,34973,2792.9163,9511
83,41922,301.8039,7822
83,44989,4322.8596,9665
83,54000,4708.4932,9965
83,62922,4497.5795,13762
83,65989,4606.3207,12165
83,76973,4300.2979,9248
83,86989,2811.2549,14282
83,101591,3744.2103,8107
83,107989,3105.0711,13319
83,125922,4433.6789,14388
83,130989,876.9192,10487
84,931,3114.0953,13020
84,5174,902.4898,7649
84,6327,1384.6468,7930
84,10775,4512.7246,9291
84,13936,4138.9839,8306
84,17892,3239.5423,7741
84,21931,1367.8351,13362
84,27327,4618.3252,8873
84,34936,3844.2946,14310
84,42931,942.1488,11649
84,52775,4684.5444,12892
84,63931,212.7439,7838
84,76936,2987.1558,11577
84,84931,1762.2943,7574
84,101892,319.7453,10491
84,105931,4174.0597,10703
84,126931,4720.7002,11045
84,127931,3630.5569,7999
84,128931,4316.5461,7491
85,1608,3100.7551,12001
85,2720,1393.3928,13128
85,6490,1306.3204,10849
85,9967,1593.4211,13347
85,14028,4398.3997,10294
85,17414,871.7305,8182
85,20895,3591.8831,9287
85,22608,426.7639,8196
85,27490,2159.3963,12586
85,35028,2525.4050,8851
85,41895,1575.8128,13491
85,43608,4990.9909,8554
85,51967,996.0983,11737
85,62895,1913.7945,8224
85,64608,2830.1709,11710
85,77028,4751.3267,11186
85,85608,1974.8947,13649
85,101414,2343.0088,9810
85,106608,4952.0567,14074
85,125895,2301.0751,13228
85,129608,422.5170,8460
86,422,3605.9286,7833
86,3188,3953.7717,12044
86,8157,4425.4616,10222
86,10246,1955.5552,7811
86,15036,3436.3273,14072
86,18464,1626.7448,13116
86,21422,424.9196,10243
86,29157,3537.6694,11882
86,36036,246.4486,10447
86,42422,4288.2171,13398
86,52246,1528.1140,9320
86,63422,1162.2483,8370
86,78036,834.6570,10407
86,84422,2200.0770,9306
86,102464,3784.4780,10943
86,105422,982.0100,9153
86,126422,2791.2423,13586
86,127422,2365.9729,14669
86,128422,4904.1685,14295
87,65,4653.9705,13104
87,3371,953.6504,7806
87,6682,1463.2705,9563
87,10043,3004.4564,11775
87,13648,4725.0194,8811
87,17380,2303.0514,9911
87,21065,4894.4878,13724
87,27682,1361.2193,7818
87,34648,1365.9910,12570
87,42065,2472.4146,12888
87,52043,4696.0589,9859
87,63065,4477.2151,14223
87,76648,3136.2345,10328
87,84065,1501.3700,7666
87,101380,4639.0251,7526
87,105065,4512.5708,7655
87,126065,4353.9419,11159
87,127065,2701.2991,9479
87,128065,2256.7290,8891
88,781,4799.1906,13179
88,2727,539.1864,11709
88,6674,2154.8746,9730
88,13146,2169.4184,11582
88,13569,4957.2986,10486
88,17532,986.8571,12267
88,21781,2386.3482,7495
88,27674,1739.3564,9909
88,34569,4700.9965,11788
88,42781,1816.0229,8621
88,55146,3895.6448,10859
88,63781,4539.8873,14658
88,76569,3404.7732,12725
88,84781,4095.7285,8390
88,101532,850.6309,14344
88,105781,1621.5783,10579
88,126781,444.2197,11138
88,127781,534.0092,9110
88,128781,4550.4323,11564
89,2055,1465.8751,7867
89,3152,1111.4924,13481
89,6714,2067.3371,10966
89,10523,4148.4061,13190
89,17116,3059.1461,12841
89,18065,1413.1898,11692
89,23055,3586.8206,13032
89,27714,2725.2429,8930
89,38116,3717.2947,11355
89,44055,1467.7020,12770
89,52523,2750.9955,13828
89,65055,215.2687,10433
89,80116,3003.5935,12240
89,86055,533.0060,8078
89,102065,702.7507,10173
89,107055,4096.7486,8962
89,130055,311.4063,8844
90,271,3370.4791,13166
90,5046,395.1835,12677
90,6561,4714.9424,11189
90,10120,3794.7368,7661
90,13598,783.2105,7671
90,17238,1144.3245,8654
90,20709,3202.2339,11090
90,21271,4401.8480,9890
90,27561,413.4143,12056
90,34598,608.9396,7407
90,41709,1066.5936,13644
90,42271,1679.4662,13040
90,52120,200.4280,9943
90,62709,2388.5907,13671
90,63271,4827.3937,13447
90,76598,4351.4343,9696
90,84271,1078.5887,10554
90,101238,3240.5717,7521
90,105271,3438.7826,9724
90,125709,4038.5128,11696
90,126271,2074.4144,9542
90,127271,4138.9544,11379
90,128271,1188.7551,12818
91,1681,652.5334,14598
91,3400,799.0745,14140
91,6730,2546.2022,10782
91,11313,4464.4472,12993
91,13808,1839.7407,9193
91,17617,4853.6784,13695
91,22681,3793.8113,8808
91,27730,3662.7344,13044
91,34808,2370.3371,14001
91,43681,3817.7158,11588
91,53313,2184.3874,7789
91,64681,2361.7205,9020
91,76808,2132.6486,9576
91,85681,2606.1362,11048
91,101617,3595.0587,11757
91,106681,1980.1945,10754
91,129681,442.5770,9123
92,249,4499.1907,11616
92,3163,3475.3731,8013
92,8388,4808.6976,11662
92,11050,3522.7896,14063
92,13695,4513.1734,10494
92,17190,3068.2837,9229
92,21249,3499.1035,12273
92,29388,4185.1610,12903
92,34695,4939.4892,14119
92,42249,1128.4582,7974
92,53050,4019.0312,10382
92,63249,1500.3756,7595
92,76695,1385.3711,8450
92,84249,1232.1174,8288
92,101190,889.2936,14196
92,105249,2355.7416,12196
92,126249,3498.1006,12485
92,127249,1280.1078,13868
92,128249,1410.0189,14555
93,677,2124.1845,12748
93,3342,4432.0436,9154
93,8884,2768.6511,8016
93,11259,4420.5000,12609
93,15034,4765.9882,10408
93,18288,4073.3220,11126
93,21677,3092.6545,9819
93,29884,1082.4723,10704
93,36034,3018.6767,14471
93,42677,3374.7700,11952
93,53259,4635.6425,10034
93,63677,4324.6187,10965
93,78034,3954.7448,8348
93,84677,1278.3488,14204
93,102288,961.9841,13023
93,105677,2415.0507,12945
93,126677,2479.3939,12083
93,127677,3564.9826,10365
93,128677,1447.0287,10772
94,110,3433.7395,7451
94,3113,1911.0676,9377
94,6619,3699.9932,13159
94,10696,3942.3271,8552
94,14183,4049.5226,12181
94,17670,309.7545,8391
94,21110,2671.7576,11424
94,27619,2430.1502,13799
94,35183,4122.8607,12253
94,42110,3244.4947,7841
94,52696,957.6258,11133
94,63110,3887.2357,10421
94,77183,1583.9177,11130
94,84110,1648.8344,9872
94,101670,1610.1228,11308
94,105110,3495.0733,10885
94,126110,2128.9097,8688
94,127110,1567.7353,13701
94,128110,569.8027,12859
95,456,4390.8854,9834
95,3307,2013.4081,9125
95,8188,2273.4922,11963
95,9928,3725.6740,13424
95,15267,307.7054,10169
95,17148,844.4845,13980
95,21456,4026.9219,8882
95,29188,4719.2558,8461
95,36267,3354.3886,9503
95,42456,3586.6233,13954
95,51928,2941.6918,13525
95,63456,1223.1324,9906
95,78267,2931.7489,11540
95,84456,2447.4239,12693
95,101148,3089.2399,10255
95,105456,3377.0671,9172
95,126456,2256.9111,9875
95,127456,4893.8732,9947
