rentalNumber,rentalType,rentalDeposit,rentalStartingTime,rentalEndingTime,rentalBranchNumber,rentalRoomNumber,rentalBookingCustomerNum,rentalReservationNumber
1229,M,3000,2019-11-15 21:16:05.180,2019-11-26 11:42:51.230,6,203,547,547
1230,M,3000,2019-11-05 18:55:31.840,2019-11-25 14:08:12.110,1,302,82,82
1231,M,3000,2019-11-05 20:58:21.840,2019-11-27 08:55:50.910,2,303,188,188
1232,M,3000,2019-11-28 04:57:55.790,2019-12-14 00:56:01.390,5,205,454,454
1233,M,3000,2019-11-05 08:43:06.790,2019-11-27 11:42:07.450,4,103,298,298
1234,M,3000,2019-11-10 13:41:21.900,2019-11-25 05:49:06.350,10,304,989,989
1235,M,3000,2019-11-25 18:18:49.370,2019-12-12 17:19:16.020,7,204,643,643
1236,M,3000,2019-11-21 08:11:35.670,2019-12-11 08:26:26.300,8,205,763,763
1237,M,3000,2019-11-10 08:27:45.760,2019-12-02 19:28:39.600,1,202,1016,1016
1238,M,3000,2019-11-14 10:39:40.650,2019-12-04 22:22:48.430,4,305,382,382
1239,M,3000,2019-11-05 19:46:13.460,2019-11-22 03:40:47.580,4,205,344,344
1240,M,3000,2019-11-02 00:34:41.730,2019-11-13 22:45:38.270,10,205,958,958
1241,M,3000,2019-11-09 18:18:22.310,2019-11-30 09:04:53.440,6,101,506,506
1242,M,3000,2019-11-01 16:01:55.400,2019-11-18 21:24:30.980,8,105,716,716
1243,M,3000,2019-11-20 14:44:52.400,2019-12-11 01:05:41.950,2,101,119,119
1244,M,3000,2019-11-02 22:09:20.600,2019-11-16 10:23:09.440,3,205,1010,1010
1245,M,3000,2019-11-22 04:01:18.620,2019-12-12 03:10:28.420,10,102,908,908
1246,M,3000,2019-11-17 14:41:21.560,2019-12-01 17:00:01.250,9,102,795,795
1247,M,3000,2019-11-24 01:05:03.430,2019-12-09 23:53:11.210,4,205,338,338
1248,M,3000,2019-11-06 01:45:24.650,2019-11-18 11:17:01.130,5,206,458,458
1249,M,3000,2019-11-02 15:11:53.560,2019-11-15 14:38:00.710,2,201,147,147
1250,M,3000,2019-11-03 13:36:09.510,2019-11-17 20:40:00.530,3,103,222,222
1251,M,3000,2019-11-19 08:15:29.900,2019-12-10 08:18:54.520,5,102,411,411
1252,M,3000,2019-11-21 16:09:08.430,2019-12-09 10:11:15.320,8,106,719,719
1253,M,3000,2019-11-10 18:01:33.820,2019-11-30 17:57:56.830,7,201,620,620
1254,M,3000,2019-11-11 11:30:58.210,2019-12-01 04:58:54.890,5,304,488,488
1255,M,3000,2019-11-12 06:02:58.160,2019-12-02 05:42:03.980,2,304,195,195
1256,M,3000,2019-11-24 15:06:00.530,2019-12-09 04:50:09.340,9,303,879,879
1257,M,3000,2019-11-27 17:16:59.600,2019-12-09 17:14:41.650,9,201,826,826
1258,M,3000,2019-11-14 08:56:59.860,2019-11-26 04:49:03.010,8,201,736,736
1259,M,3000,2019-11-13 18:41:00.190,2019-12-02 05:57:55.580,9,301,859,859
1260,M,3000,2019-11-10 00:54:47.870,2019-12-01 20:00:37.730,8,101,680,680
1261,M,3000,2019-11-04 06:36:44.700,2019-11-15 19:42:07.340,7,201,625,625
1262,M,3000,2019-11-14 22:32:59.060,2019-11-26 11:19:59.450,3,103,219,219
1263,M,3000,2019-11-08 02:20:06.960,2019-11-26 20:42:53.330,9,305,896,896
1264,M,3000,2019-11-03 22:51:59.080,2019-11-23 06:17:40.220,10,101,897,897
1265,M,3000,2019-11-03 00:04:31.320,2019-11-13 14:17:30.460,1,303,87,87
1266,M,3000,2019-11-12 19:41:10.900,2019-11-27 03:54:21.510,9,203,839,839
1267,M,3000,2019-11-03 19:02:23.170,2019-11-24 14:19:32.460,2,204,171,171
1268,M,3000,2019-11-05 02:01:25.690,2019-11-20 20:23:04.360,7,204,645,645
1269,M,3000,2019-11-19 17:58:40.290,2019-12-12 08:40:45.010,9,201,827,827
1270,M,3000,2019-11-06 17:00:29.880,2019-11-23 01:23:07.560,3,103,220,220
1271,M,3000,2019-11-04 08:27:29.050,2019-11-23 06:22:23.590,10,305,1000,1000
1272,M,3000,2019-11-17 18:50:53.470,2019-11-28 06:33:59.380,5,303,482,482
1273,M,3000,2019-11-19 15:14:31.590,2019-12-06 09:58:29.040,7,301,653,653
1274,M,3000,2019-11-26 07:29:39.670,2019-12-16 09:08:54.270,8,106,720,720
1275,M,3000,2019-11-30 08:30:42.990,2019-12-13 09:57:43.590,9,104,810,810
1276,M,3000,2019-11-20 20:18:54.910,2019-12-05 17:42:20.600,1,305,101,101
1277,M,3000,2019-11-28 15:55:00.210,2019-12-12 08:32:03.640,8,107,730,730
1278,M,3000,2019-11-01 21:47:13.850,2019-11-13 11:14:41.980,8,106,1052,1052
1279,M,3000,2019-11-07 06:44:47.740,2019-11-28 04:35:02.020,2,102,126,126
1280,M,3000,2019-11-15 21:34:26.960,2019-12-07 23:26:16.100,10,102,906,906
1281,M,3000,2019-11-15 10:37:10.820,2019-11-26 12:56:56.390,2,303,190,190
1282,M,3000,2019-11-24 12:23:37.570,2019-12-10 18:43:19.520,5,302,477,477
1283,M,3000,2019-11-24 14:00:26.690,2019-12-15 12:01:15.600,6,202,541,541
1284,M,3000,2019-11-13 23:39:55.660,2019-12-03 07:02:50.700,4,203,326,326
1285,M,3000,2019-11-16 21:40:01.950,2019-12-08 16:49:17.610,7,303,672,672
1286,M,3000,2019-11-14 15:49:13.420,2019-11-28 09:44:35.600,5,301,469,469
1287,M,3000,2019-11-19 02:56:21.970,2019-12-07 22:58:04.570,9,202,834,834
1288,M,3000,2019-11-24 08:12:08.590,2019-12-06 17:43:12.560,9,104,1075,1075
1289,M,3000,2019-11-28 18:38:23.740,2019-12-16 11:07:02.370,9,102,794,794
1290,M,3000,2019-11-02 19:12:48.840,2019-11-15 04:29:06.680,8,205,765,765
1291,M,3000,2019-11-24 01:54:36.080,2019-12-12 02:11:44.650,10,202,938,938
1292,M,3000,2019-11-26 10:30:45.910,2019-12-17 01:39:36.600,4,103,295,295
1293,M,3000,2019-11-02 07:58:40.460,2019-11-14 08:24:52.850,6,104,523,523
1294,M,3000,2019-11-26 05:51:25.590,2019-12-13 18:40:09.860,7,302,664,664
1295,M,3000,2019-11-28 04:57:57.040,2019-12-08 14:03:30.930,4,204,333,333
1296,M,3000,2019-11-25 06:45:23.260,2019-12-14 08:44:54.000,4,102,287,287
1297,M,3000,2019-11-24 00:41:48.440,2019-12-15 11:41:37.650,9,105,821,821
1298,M,3000,2019-11-18 07:52:53.320,2019-11-29 10:48:01.730,3,103,223,223
1299,M,3000,2019-11-30 09:04:49.280,2019-12-13 07:05:38.980,2,303,187,187
1300,M,3000,2019-11-11 00:20:07.720,2019-11-26 15:16:06.910,1,301,69,69
1301,M,3000,2019-11-15 11:38:58.380,2019-12-01 18:40:28.780,7,201,1061,1061
1302,M,3000,2019-11-20 15:03:37.730,2019-11-30 19:30:06.830,8,102,694,694
1303,M,3000,2019-11-16 18:46:44.370,2019-11-29 13:36:16.140,7,202,631,631
1304,M,3000,2019-11-26 09:11:23.680,2019-12-16 00:14:53.150,10,201,928,928
1305,M,3000,2019-11-29 16:08:40.470,2019-12-18 01:17:36.950,3,103,1050,1050
1306,M,3000,2019-11-03 05:24:36.430,2019-11-23 17:44:55.130,10,201,929,929
1307,M,3000,2019-11-03 16:54:36.840,2019-11-14 16:12:46.270,1,206,67,67
1308,M,3000,2019-11-14 21:31:54.150,2019-12-07 19:49:02.560,10,101,901,901
1309,M,3000,2019-11-11 14:00:15.230,2019-11-28 06:01:11.310,7,304,679,679
1310,M,3000,2019-11-21 20:44:03.250,2019-12-06 22:59:43.380,1,304,94,94
1311,M,3000,2019-11-26 10:11:00.320,2019-12-07 07:18:05.690,2,201,150,150
1312,M,3000,2019-11-27 11:29:45.740,2019-12-07 21:59:59.650,1,306,107,107
1313,M,3000,2019-11-08 18:12:12.110,2019-11-22 16:14:00.980,7,103,610,610
1314,M,3000,2019-11-28 08:06:33.230,2019-12-17 17:31:39.480,10,204,954,954
1315,M,3000,2019-11-25 01:17:37.050,2019-12-15 18:03:41.330,5,304,491,491
1316,M,3000,2019-11-10 05:13:07.130,2019-11-28 11:58:47.830,2,201,149,149
1317,M,3000,2019-11-20 19:32:32.370,2019-12-04 10:18:43.850,7,304,1019,1019
1318,M,3000,2019-11-24 13:40:11.310,2019-12-17 00:40:02.650,6,302,570,570
1319,M,3000,2019-11-17 12:11:57.130,2019-12-08 00:28:22.610,3,104,226,226
1320,M,3000,2019-11-18 19:15:17.910,2019-12-08 15:32:54.880,7,104,619,619
1321,M,3000,2019-11-24 03:44:48.930,2019-12-12 15:56:16.950,1,101,6,6
1322,M,3000,2019-11-09 21:50:14.590,2019-11-28 07:36:19.900,4,302,361,361
1323,M,3000,2019-11-06 18:23:01.950,2019-11-27 20:16:01.990,9,204,851,851
1324,M,3000,2019-11-18 14:45:51.450,2019-12-08 20:11:38.330,1,206,63,63
1325,M,3000,2019-11-13 02:05:53.810,2019-12-04 10:11:22.920,4,101,282,282
1326,M,3000,2019-11-08 08:56:43.140,2019-11-29 15:42:47.000,8,104,705,705
1327,M,3000,2019-11-17 02:52:13.000,2019-12-08 14:09:06.530,10,205,959,959
1328,M,3000,2019-11-23 20:23:06.000,2019-12-16 02:18:19.190,10,304,1034,1034
1329,M,3000,2019-11-28 13:31:42.640,2019-12-18 06:05:23.350,4,305,388,388
1330,M,3000,2019-11-06 17:45:19.720,2019-11-23 17:12:49.590,6,104,1093,1093
1331,M,3000,2019-11-27 06:37:06.480,2019-12-13 17:00:42.970,4,101,281,281
1332,M,3000,2019-11-12 00:02:06.890,2019-11-24 13:44:01.900,6,101,507,507
1333,M,3000,2019-11-01 23:42:24.570,2019-11-23 15:09:03.010,6,201,532,532
1334,M,3000,2019-11-26 17:24:40.030,2019-12-12 00:18:55.110,1,205,58,58
1335,M,3000,2019-11-02 01:55:28.580,2019-11-17 20:45:47.310,4,101,1131,1131
1336,M,3000,2019-11-25 06:33:33.090,2019-12-06 04:26:49.560,5,305,497,497
1337,M,3000,2019-11-09 09:36:53.200,2019-11-22 21:07:03.370,9,204,847,847
1338,M,3000,2019-11-28 15:49:03.020,2019-12-09 22:46:22.450,7,104,614,614
1339,M,3000,2019-11-14 18:31:15.190,2019-11-25 16:45:13.740,1,305,105,105
1340,M,3000,2019-11-15 08:15:25.520,2019-11-26 15:04:22.470,8,202,743,743
1341,M,3000,2019-11-12 14:54:36.570,2019-11-25 09:31:49.310,5,101,402,402
1342,M,3000,2019-11-05 21:24:27.810,2019-11-24 19:09:02.000,10,202,934,934
1343,M,3000,2019-11-14 10:11:53.360,2019-12-03 03:42:01.260,2,103,131,131
1344,M,3000,2019-11-08 13:54:20.490,2019-11-21 04:07:18.990,8,103,1025,1025
1345,M,3000,2019-11-06 20:01:48.520,2019-11-18 08:11:00.980,7,104,616,616
1346,M,3000,2019-11-27 01:24:50.340,2019-12-14 15:11:45.000,9,202,831,831
1347,M,3000,2019-11-19 08:18:33.790,2019-12-06 01:25:35.600,8,101,686,686
1348,M,3000,2019-11-04 10:52:07.240,2019-11-20 01:53:13.390,6,302,1118,1118
1349,M,3000,2019-11-02 20:33:48.540,2019-11-22 16:36:28.530,2,301,173,173
1350,M,3000,2019-11-19 15:44:49.900,2019-12-04 18:04:43.100,2,302,185,185
1351,M,3000,2019-11-06 03:12:50.880,2019-11-21 14:26:10.130,7,103,1113,1113
1352,M,3000,2019-11-29 22:01:37.130,2019-12-21 22:01:35.010,3,202,251,251
1353,M,3000,2019-11-02 11:40:56.180,2019-11-16 02:19:39.110,10,305,998,998
1354,M,3000,2019-11-13 05:49:31.370,2019-11-29 07:32:44.100,6,302,569,569
1355,M,3000,2019-11-17 07:35:18.790,2019-12-07 10:19:49.970,1,206,64,64
1356,M,3000,2019-11-07 05:48:43.790,2019-11-28 03:04:08.890,3,204,264,264
1357,M,3000,2019-11-15 12:40:35.780,2019-11-27 15:14:04.850,9,203,843,843
1358,M,3000,2019-11-28 15:00:52.920,2019-12-14 04:24:37.820,6,302,1154,1154
1359,M,3000,2019-11-14 23:05:29.860,2019-12-06 06:03:30.220,7,204,646,646
1360,M,3000,2019-11-22 23:11:57.320,2019-12-13 01:34:49.940,6,103,517,517
1361,M,3000,2019-11-16 13:32:23.430,2019-12-08 14:35:48.610,10,301,971,971
1362,M,3000,2019-11-10 07:31:30.850,2019-11-22 00:54:27.100,1,302,78,78
1363,M,3000,2019-11-16 19:00:11.520,2019-11-30 00:43:39.220,6,102,513,513
1364,M,3000,2019-11-06 12:14:55.500,2019-11-29 04:48:21.710,2,202,156,156
1365,M,3000,2019-11-25 01:06:56.780,2019-12-16 16:59:00.420,9,105,814,814
1366,M,3000,2019-11-16 02:08:53.430,2019-12-07 09:34:03.790,7,204,1035,1035
1367,M,3000,2019-11-27 03:47:21.160,2019-12-08 22:50:56.630,6,303,576,576
1368,M,3000,2019-11-12 11:47:32.090,2019-12-04 02:55:05.890,6,204,553,553
1369,M,3000,2019-11-27 22:11:04.650,2019-12-11 12:45:52.160,7,304,673,673
1370,M,3000,2019-11-30 05:44:03.970,2019-12-20 00:36:51.780,10,305,995,995
1371,M,3000,2019-11-02 11:36:13.930,2019-11-17 06:51:44.450,4,104,302,302
1372,M,3000,2019-11-22 14:43:29.360,2019-12-04 22:32:21.410,1,206,65,65
1373,M,3000,2019-11-11 11:08:56.110,2019-12-02 23:54:48.890,5,301,466,466
1374,M,3000,2019-11-03 19:56:31.610,2019-11-23 01:24:00.140,5,303,484,484
1375,M,3000,2019-11-07 20:20:41.340,2019-11-24 22:01:05.570,3,102,217,217
1376,M,3000,2019-11-19 22:20:21.110,2019-12-12 12:47:14.940,1,301,72,72
1377,M,3000,2019-11-25 22:38:21.240,2019-12-18 14:54:18.650,3,104,231,231
1378,M,3000,2019-11-28 15:28:41.470,2019-12-17 03:08:43.000,2,202,151,151
1379,M,3000,2019-11-13 10:44:02.920,2019-12-02 04:00:37.330,5,204,447,447
1380,M,3000,2019-11-16 11:41:03.480,2019-11-30 05:59:37.930,5,205,452,452
1381,M,3000,2019-11-19 11:38:09.360,2019-12-04 01:17:11.410,1,103,20,20
1382,M,3000,2019-11-14 08:00:05.760,2019-11-30 04:15:53.130,4,306,389,389
1383,M,3000,2019-11-22 15:49:17.460,2019-12-05 01:41:50.650,9,105,1021,1021
1384,M,3000,2019-11-10 13:46:52.740,2019-11-25 04:00:40.240,3,101,203,203
1385,M,3000,2019-11-02 06:32:28.840,2019-11-13 18:46:39.450,10,103,914,914
1386,M,3000,2019-11-27 19:35:29.350,2019-12-15 05:59:07.970,1,201,30,30
1387,M,3000,2019-11-11 04:21:10.700,2019-12-03 03:24:22.790,6,102,510,510
1388,M,3000,2019-11-19 04:52:53.210,2019-12-04 18:36:18.920,10,301,963,963
1389,M,3000,2019-11-11 01:49:21.230,2019-11-29 05:59:05.140,10,305,994,994
1390,M,3000,2019-11-25 07:06:44.800,2019-12-13 04:41:38.440,1,103,17,17
1391,M,3000,2019-11-11 09:52:57.310,2019-12-03 05:12:44.710,7,301,654,654
1392,M,3000,2019-11-11 05:36:00.280,2019-12-02 03:42:25.550,4,101,279,279
1393,M,3000,2019-11-15 08:43:33.150,2019-11-28 08:42:52.220,10,301,968,968
1394,M,3000,2019-11-22 06:19:17.880,2019-12-06 02:10:23.810,6,304,588,588
1395,M,3000,2019-11-29 05:43:02.090,2019-12-11 11:28:33.870,8,206,773,773
1396,M,3000,2019-11-03 23:23:05.710,2019-11-15 00:37:22.190,4,203,325,325
1397,M,3000,2019-11-19 13:24:16.300,2019-12-05 05:25:22.790,5,201,421,421
1398,M,3000,2019-11-09 13:56:57.850,2019-11-28 14:53:39.550,10,302,975,975
1399,M,3000,2019-11-13 23:47:23.710,2019-11-27 22:08:18.580,9,304,886,886
1400,M,3000,2019-11-21 04:52:55.100,2019-12-04 09:36:57.200,10,302,973,973
1401,M,3000,2019-05-12 13:13:23.070,2019-05-28 05:55:24.850,8,107,727,727
1402,M,3000,2019-11-16 02:51:19.440,2019-12-03 04:30:18.480,9,105,818,818
1403,M,3000,2019-04-27 14:22:12.720,2019-05-17 07:13:39.950,8,205,769,769
1404,M,3000,2019-06-06 16:22:32.440,2019-06-28 07:49:56.660,6,204,559,559
1405,M,3000,2019-07-02 12:43:51.080,2019-07-18 08:57:34.290,3,101,207,207
1406,M,3000,2019-01-14 01:47:05.580,2019-02-03 06:43:46.660,6,204,1004,1004
1407,M,3000,2019-04-08 08:27:11.200,2019-04-20 18:41:07.650,10,102,907,907
1408,M,3000,2019-08-28 08:29:11.290,2019-09-16 17:18:43.720,5,204,443,443
1409,M,3000,2019-03-16 17:37:15.560,2019-04-01 20:15:36.970,10,302,978,978
1410,M,3000,2019-03-06 17:51:04.430,2019-03-28 20:01:32.640,3,205,274,274
1411,M,3000,2019-04-14 13:31:07.100,2019-05-04 17:42:23.320,4,103,292,292
1412,M,3000,2019-03-09 23:24:43.520,2019-03-29 21:40:53.470,5,301,468,468
1413,M,3000,2019-05-24 02:02:02.400,2019-06-13 12:31:25.530,7,202,633,633
1414,M,3000,2019-06-05 09:41:03.160,2019-06-21 23:23:34.520,5,301,470,470
1415,M,3000,2019-10-14 08:35:08.590,2019-10-27 17:12:36.900,10,303,983,983
1416,M,3000,2019-05-13 02:35:06.250,2019-05-31 11:30:54.630,1,202,31,31
1417,M,3000,2019-01-02 21:00:21.880,2019-01-23 20:26:35.580,9,301,863,863
1418,M,3000,2019-09-14 09:46:00.910,2019-09-24 12:24:32.480,10,305,996,996
1419,M,3000,2019-10-17 16:00:20.550,2019-11-08 15:50:31.700,7,304,678,678
1420,M,3000,2019-04-04 01:09:04.190,2019-04-14 17:22:35.920,4,202,315,315
1421,M,3000,2019-08-11 08:58:31.190,2019-09-02 11:44:32.460,9,105,817,817
1422,M,3000,2019-07-18 22:16:15.680,2019-07-30 01:14:08.650,9,204,849,849
1423,M,3000,2019-01-18 23:27:00.220,2019-02-03 01:08:17.200,10,304,992,992
1424,M,3000,2019-10-30 12:34:20.380,2019-11-17 09:33:44.460,1,202,33,33
1425,M,3000,2019-01-17 16:28:46.510,2019-01-30 20:39:15.340,8,103,700,700
1426,M,3000,2019-03-27 18:27:08.140,2019-04-13 19:35:01.500,6,104,527,527
1427,M,3000,2019-11-12 17:04:20.390,2019-12-01 08:55:38.830,10,202,935,935
1428,M,3000,2019-10-04 17:27:38.510,2019-10-15 14:54:34.570,8,102,688,688
1429,M,3000,2019-06-15 00:35:06.640,2019-06-25 15:01:52.690,6,203,547,547
1430,M,3000,2019-02-18 07:26:29.380,2019-03-10 02:39:09.650,1,302,82,82
1431,M,3000,2019-02-19 07:06:16.340,2019-03-12 19:03:45.410,2,303,188,188
1432,M,3000,2019-11-04 10:26:10.340,2019-11-20 06:24:15.940,5,205,454,454
1433,M,3000,2019-02-13 09:27:47.660,2019-03-07 12:26:48.320,4,103,298,298
1434,M,3000,2019-04-14 13:57:10.000,2019-04-29 06:04:54.450,10,304,989,989
1435,M,3000,2019-10-07 04:30:11.120,2019-10-24 03:30:37.770,7,204,643,643
1436,M,3000,2019-08-17 01:53:52.300,2019-09-06 02:08:42.930,8,205,763,763
1437,M,3000,2019-04-12 01:32:21.590,2019-05-04 12:33:15.430,1,202,1016,1016
1438,M,3000,2019-05-29 08:34:42.610,2019-06-18 20:17:50.390,4,305,382,382
1439,M,3000,2019-02-18 17:12:26.220,2019-03-07 01:07:00.340,4,205,344,344
1440,M,3000,2019-01-05 19:09:09.930,2019-01-17 17:20:06.470,10,205,958,958
1441,M,3000,2019-04-05 05:54:34.900,2019-04-25 20:41:06.030,6,101,506,506
1442,M,3000,2019-01-01 16:22:13.870,2019-01-18 21:44:49.450,8,105,716,716
1443,M,3000,2019-08-08 16:15:13.760,2019-08-29 02:36:03.310,2,101,119,119
1444,M,3000,2019-01-16 04:33:29.760,2019-01-29 16:47:18.600,3,205,1010,1010
1445,M,3000,2019-08-26 15:05:20.010,2019-09-15 14:14:29.810,10,102,908,908
1446,M,3000,2019-07-04 23:21:24.790,2019-07-19 01:40:04.480,9,102,795,795
1447,M,3000,2019-09-17 07:56:53.420,2019-10-03 06:45:01.200,4,205,338,338
1448,M,3000,2019-02-21 14:24:08.080,2019-03-05 23:55:44.560,5,206,458,458
1449,M,3000,2019-01-12 20:08:20.790,2019-01-25 19:34:27.940,2,201,147,147
1450,M,3000,2019-01-23 15:06:11.550,2019-02-06 22:10:02.570,3,103,222,222
1451,M,3000,2019-07-24 23:50:11.710,2019-08-14 23:53:36.330,5,102,411,411
1452,M,3000,2019-08-20 21:53:38.410,2019-09-07 15:55:45.300,8,106,719,719
1453,M,3000,2019-04-16 16:04:42.080,2019-05-06 16:01:05.090,7,201,620,620
1454,M,3000,2019-04-25 02:14:22.980,2019-05-14 19:42:19.660,5,304,488,488
1455,M,3000,2019-05-04 00:27:32.910,2019-05-24 00:06:38.730,2,304,195,195
1456,M,3000,2019-09-24 01:57:07.400,2019-10-08 15:41:16.210,9,303,879,879
1457,M,3000,2019-10-29 19:24:19.220,2019-11-10 19:22:01.270,9,201,826,826
1458,M,3000,2019-05-28 12:47:52.350,2019-06-09 08:39:55.500,8,201,736,736
1459,M,3000,2019-05-21 15:53:45.930,2019-06-09 03:10:41.320,9,301,859,859
1460,M,3000,2019-04-08 10:16:42.940,2019-04-30 05:22:32.800,8,101,680,680
1461,M,3000,2019-01-31 19:42:45.200,2019-02-12 08:48:07.840,7,201,625,625
1462,M,3000,2019-06-04 01:59:32.700,2019-06-15 14:46:33.090,3,103,219,219
1463,M,3000,2019-03-16 23:54:04.640,2019-04-04 18:16:51.010,9,305,896,896
1464,M,3000,2019-01-28 02:10:46.180,2019-02-16 09:36:27.320,10,101,897,897
1465,M,3000,2019-01-17 02:44:48.090,2019-01-27 16:57:47.230,1,303,87,87
1466,M,3000,2019-05-10 14:04:56.760,2019-05-24 22:18:07.370,9,203,839,839
1467,M,3000,2019-01-26 05:56:55.860,2019-02-16 01:14:05.150,2,204,171,171
1468,M,3000,2019-02-10 04:04:52.390,2019-02-25 22:26:31.060,7,204,645,645
1469,M,3000,2019-07-29 16:10:52.040,2019-08-21 06:52:56.760,9,201,827,827
1470,M,3000,2019-02-28 22:41:16.280,2019-03-17 07:03:53.960,3,103,220,220
1471,M,3000,2019-02-01 17:02:44.650,2019-02-20 14:57:39.190,10,305,1000,1000
1472,M,3000,2019-07-06 23:25:39.270,2019-07-17 11:08:45.180,5,303,482,482
1473,M,3000,2019-07-28 08:33:34.680,2019-08-14 03:17:32.130,7,301,653,653
1474,M,3000,2019-10-13 12:51:10.610,2019-11-02 14:30:25.210,8,106,720,720
1475,M,3000,2019-11-29 06:14:29.300,2019-12-12 07:41:29.900,9,104,810,810
1476,M,3000,2019-08-11 08:36:17.310,2019-08-26 05:59:43.000,1,305,101,101
1477,M,3000,2019-11-09 17:01:01.920,2019-11-23 09:38:05.350,8,107,730,730
1478,M,3000,2019-01-04 10:53:30.450,2019-01-16 00:20:58.580,8,106,1052,1052
1479,M,3000,2019-03-07 13:29:00.370,2019-03-28 11:19:14.650,2,102,126,126
1480,M,3000,2019-06-15 04:07:21.720,2019-07-07 05:59:10.860,10,102,906,906
1481,M,3000,2019-06-09 21:30:14.720,2019-06-20 23:50:00.290,2,303,190,190
1482,M,3000,2019-09-22 18:40:12.300,2019-10-09 00:59:54.250,5,302,477,477
1483,M,3000,2019-09-23 13:19:17.720,2019-10-14 11:20:06.630,6,202,541,541
1484,M,3000,2019-05-24 01:28:55.080,2019-06-12 08:51:50.120,4,203,326,326
1485,M,3000,2019-06-26 18:36:17.680,2019-07-18 13:45:33.340,7,303,672,672
1486,M,3000,2019-05-31 20:12:37.940,2019-06-14 14:08:00.120,5,301,469,469
1487,M,3000,2019-07-22 10:21:28.260,2019-08-10 06:23:10.860,9,202,834,834
1488,M,3000,2019-09-20 18:13:24.680,2019-10-03 03:44:28.650,9,104,1075,1075
1489,M,3000,2019-11-11 00:29:37.100,2019-11-28 16:58:15.730,9,102,794,794
1490,M,3000,2019-01-14 18:33:03.720,2019-01-27 03:49:21.560,8,205,765,765
1491,M,3000,2019-09-17 17:29:33.090,2019-10-05 17:46:41.660,10,202,938,938
1492,M,3000,2019-10-14 23:44:29.240,2019-11-04 14:53:19.930,4,103,295,295
1493,M,3000,2019-01-09 08:40:56.670,2019-01-21 09:07:09.060,6,104,523,523
1494,M,3000,2019-10-12 17:55:43.290,2019-10-30 06:44:27.560,7,302,664,664
1495,M,3000,2019-11-04 10:26:24.740,2019-11-14 19:31:58.630,4,204,333,333
1496,M,3000,2019-10-01 14:55:02.200,2019-10-20 16:54:32.940,4,102,287,287
1497,M,3000,2019-09-17 03:28:09.230,2019-10-08 14:27:58.440,9,105,821,821
1498,M,3000,2019-07-13 06:04:27.580,2019-07-24 08:59:35.990,3,103,223,223
1499,M,3000,2019-11-29 12:48:41.680,2019-12-12 10:49:31.380,2,303,187,187
1500,M,3000,2019-04-19 17:00:23.240,2019-05-05 07:56:22.430,1,301,69,69
1501,M,3000,2019-06-10 09:24:28.930,2019-06-26 16:25:59.330,7,201,1061,1061
1502,M,3000,2019-08-08 19:52:01.020,2019-08-19 00:18:30.120,8,102,694,694
1503,M,3000,2019-06-25 09:13:16.040,2019-07-08 04:02:47.810,7,202,631,631
1504,M,3000,2019-10-14 08:27:04.510,2019-11-02 23:30:33.980,10,201,928,928
1505,M,3000,2019-11-21 09:03:26.900,2019-12-09 18:12:23.380,3,103,1050,1050
1506,M,3000,2019-01-19 16:24:32.430,2019-02-09 04:44:51.130,10,201,929,929
1507,M,3000,2019-01-25 05:20:03.730,2019-02-05 04:38:13.160,1,206,67,67
1508,M,3000,2019-06-03 14:13:31.470,2019-06-26 12:30:39.880,10,101,901,901
1509,M,3000,2019-04-26 06:59:53.690,2019-05-12 23:00:49.770,7,304,679,679
1510,M,3000,2019-08-23 02:51:15.600,2019-09-07 05:06:55.730,1,304,94,94
1511,M,3000,2019-10-14 19:56:05.490,2019-10-25 17:03:10.860,2,201,150,150
1512,M,3000,2019-10-27 00:30:48.760,2019-11-06 11:01:02.670,1,306,107,107
1513,M,3000,2019-03-24 15:18:51.980,2019-04-07 13:20:40.850,7,103,610,610
1514,M,3000,2019-11-05 22:46:24.220,2019-11-25 08:11:30.470,10,204,954,954
1515,M,3000,2019-09-28 23:46:28.220,2019-10-19 16:32:32.500,5,304,491,491
1516,M,3000,2019-04-10 12:02:32.900,2019-04-28 18:48:13.600,2,201,149,149
1517,M,3000,2019-08-10 23:40:14.990,2019-08-24 14:26:26.470,7,304,1019,1019
1518,M,3000,2019-09-23 09:25:09.560,2019-10-15 20:25:00.900,6,302,570,570
1519,M,3000,2019-07-03 18:34:28.500,2019-07-24 06:50:53.980,3,104,226,226
1520,M,3000,2019-07-18 17:32:10.150,2019-08-07 13:49:47.120,7,104,619,619
1521,M,3000,2019-09-18 14:43:28.510,2019-10-07 02:54:56.530,1,101,6,6
1522,M,3000,2019-04-06 22:43:31.190,2019-04-25 08:29:36.500,4,302,361,361
1523,M,3000,2019-03-01 14:35:15.300,2019-03-22 16:28:15.340,9,204,851,851
1524,M,3000,2019-07-16 13:37:48.320,2019-08-05 19:03:35.200,1,206,63,63
1525,M,3000,2019-05-13 16:11:43.200,2019-06-04 00:17:12.310,4,101,282,282
1526,M,3000,2019-03-20 04:18:15.420,2019-04-10 11:04:19.280,8,104,705,705
1527,M,3000,2019-06-29 06:44:42.590,2019-07-20 18:01:36.120,10,205,959,959
1528,M,3000,2019-09-15 01:37:51.400,2019-10-07 07:33:04.590,10,304,1034,1034
1529,M,3000,2019-11-08 13:24:45.880,2019-11-28 05:58:26.590,4,305,388,388
