rentalPeriodRentalNumber,rentalPeriodStartingTime,rentalPeriodEndingTime,periodCategory,rentalFee,rentalPeriodBillingNumber,rentalPeriodLineNumber
41,2019-06-04 23:10:01.320,2019-10-20 11:28:34.680,M,6000.0000,617,35177
41,2019-06-29 17:13:04.130,2019-11-11 04:39:19.470,M,6000.0000,409,8487
42,2017-03-02 11:07:52.220,2017-08-03 10:47:32.960,M,6000.0000,513,127163
42,2017-06-01 16:40:47.710,2017-09-06 15:50:32.670,M,6000.0000,201,11705
42,2017-06-21 07:12:50.190,2017-10-02 02:07:21.000,M,6000.0000,303,125939
42,2017-09-05 00:46:39.010,2018-01-11 12:33:41.980,M,6000.0000,101,17221
42,2018-04-10 06:08:49.080,2018-08-01 20:19:07.620,M,8000.0000,409,10835
42,2018-06-09 09:58:02.140,2018-11-16 20:19:06.240,M,6000.0000,721,5768
42,2018-11-27 21:56:06.400,2019-01-13 16:32:53.260,M,6000.0000,617,42724
42,2019-03-19 09:43:04.000,2019-05-01 13:27:26.850,M,6000.0000,2,128244
43,2017-06-19 22:39:28.220,2017-11-26 18:33:07.360,M,8000.0000,513,128163
43,2017-08-18 11:28:36.000,2017-10-06 08:21:07.790,M,6000.0000,303,126971
43,2017-10-05 09:42:13.190,2018-03-19 04:07:58.190,M,6000.0000,3,2114
43,2018-03-02 17:00:27.270,2018-08-19 04:11:31.880,M,6000.0000,201,14150
43,2018-03-18 08:10:41.460,2018-06-11 18:47:45.460,M,6000.0000,409,15100
43,2018-03-21 10:17:53.720,2018-07-22 18:41:41.560,M,6000.0000,721,7991
43,2019-04-24 19:45:48.680,2019-08-23 15:29:08.200,M,6000.0000,101,21076
43,2019-05-31 22:22:58.690,2019-09-23 05:32:37.800,M,6000.0000,617,53252
44,2017-06-14 08:59:04.070,2017-12-08 16:06:03.020,M,6000.0000,101,27690
44,2017-08-16 01:41:43.050,2017-10-21 23:28:06.680,M,6000.0000,409,19714
44,2017-11-03 01:51:44.490,2017-12-28 05:49:08.460,M,8000.0000,617,63724
44,2018-03-12 19:59:43.400,2018-07-12 02:34:06.700,M,8000.0000,303,127971
44,2018-08-03 03:05:41.000,2018-11-30 20:13:45.780,M,6000.0000,514,1932
44,2019-04-15 03:49:01.150,2019-08-15 07:21:08.670,M,6000.0000,3,2681
44,2019-04-17 14:35:22.900,2019-05-23 21:37:22.110,M,6000.0000,201,17396
45,2017-01-16 06:30:58.370,2017-06-09 19:26:13.400,M,6000.0000,101,35085
45,2017-03-26 01:51:24.230,2017-09-18 06:59:45.260,M,6000.0000,514,3385
45,2017-09-04 09:39:45.550,2017-12-09 07:58:57.700,M,6000.0000,3,6270
45,2018-02-15 07:55:04.240,2018-03-23 09:20:58.160,M,8000.0000,303,128971
45,2018-07-27 11:35:26.290,2018-12-08 01:49:25.700,M,6000.0000,201,22529
45,2018-08-26 17:20:24.970,2018-11-03 15:34:45.930,M,6000.0000,617,77177
45,2019-07-08 03:35:36.690,2019-10-11 09:28:33.820,M,6000.0000,409,25629
46,2017-03-22 09:39:30.010,2017-05-14 01:06:06.350,M,6000.0000,304,883
46,2017-05-31 05:05:27.180,2017-10-25 13:34:38.700,M,6000.0000,201,28037
46,2018-07-27 04:46:58.940,2018-12-20 05:37:28.270,M,6000.0000,514,6772
46,2018-12-24 22:52:49.230,2019-03-24 03:46:14.440,M,6000.0000,409,29487
46,2018-12-27 16:31:16.750,2019-04-12 23:56:06.670,M,6000.0000,101,42076
46,2019-03-23 07:48:56.620,2019-08-28 09:51:56.510,M,8000.0000,3,10318
46,2019-05-05 15:40:45.550,2019-10-05 13:42:59.170,M,8000.0000,617,84724
47,2017-01-30 20:37:15.970,2017-06-11 12:49:13.070,M,6000.0000,721,21420
47,2017-05-20 14:12:48.700,2017-10-13 11:04:31.870,M,6000.0000,409,36100
47,2017-05-23 21:13:32.870,2017-11-16 03:35:53.600,M,6000.0000,617,103345
47,2017-11-29 02:49:40.150,2018-05-23 10:01:24.260,M,6000.0000,3,13626
47,2018-02-11 17:43:20.000,2018-03-25 10:46:17.090,M,8000.0000,201,35150
47,2018-12-11 13:26:29.010,2019-04-23 13:07:13.340,M,6000.0000,101,52343
47,2018-12-15 05:39:27.000,2019-04-18 10:17:51.130,M,8000.0000,304,3391
47,2019-03-08 02:52:21.410,2019-07-18 00:45:59.130,M,6000.0000,514,10791
48,2017-09-15 04:24:32.650,2017-11-07 08:41:26.310,M,8000.0000,201,43529
48,2017-10-21 14:25:11.900,2018-03-19 21:13:10.530,M,6000.0000,514,14697
48,2018-01-17 02:51:19.960,2018-05-19 15:36:59.210,M,6000.0000,409,46629
48,2018-04-25 14:56:28.510,2018-08-02 09:40:58.950,M,8000.0000,101,63076
48,2018-07-15 23:49:53.850,2018-09-15 14:12:02.260,M,6000.0000,304,6666
48,2019-02-15 17:10:09.490,2019-06-28 23:01:12.890,M,6000.0000,3,17052
48,2019-03-07 15:44:21.560,2019-06-28 00:34:49.080,M,6000.0000,617,105724
49,2017-01-09 10:29:32.360,2017-05-02 17:09:03.060,M,6000.0000,514,17643
49,2017-06-13 02:38:07.140,2017-09-05 21:52:09.630,M,6000.0000,304,11327
49,2017-11-13 04:17:06.710,2018-04-27 02:01:33.430,M,6000.0000,617,126724
49,2018-10-05 02:58:00.070,2019-03-25 19:05:16.930,M,6000.0000,721,35246
49,2018-10-31 23:09:22.870,2019-04-18 19:42:57.890,M,6000.0000,409,52835
49,2019-01-23 11:14:16.420,2019-04-03 03:13:48.020,M,6000.0000,201,53705
49,2019-03-02 00:37:50.190,2019-06-04 05:56:20.970,M,8000.0000,3,23114
49,2019-07-25 15:28:23.730,2019-09-22 02:57:53.980,M,6000.0000,101,77085
50,2017-04-22 06:29:24.850,2017-09-09 19:20:36.480,M,6000.0000,617,127724
50,2017-04-26 20:49:46.590,2017-08-04 03:13:19.390,M,6000.0000,721,42420
50,2017-07-21 23:54:23.550,2017-11-02 22:22:41.800,M,6000.0000,409,67629
50,2017-12-25 20:19:24.630,2018-06-12 13:49:10.280,M,6000.0000,514,22932
50,2018-09-06 12:50:46.280,2019-01-07 02:30:03.210,M,6000.0000,101,84076
50,2019-01-23 03:41:39.290,2019-03-20 00:57:36.640,M,6000.0000,201,64529
50,2019-02-11 05:50:41.370,2019-04-08 23:18:33.350,M,6000.0000,3,27270
50,2019-04-19 09:01:54.010,2019-06-30 08:31:04.950,M,8000.0000,304,14841
51,2017-05-30 05:57:33.810,2017-10-18 16:23:09.100,M,6000.0000,201,77150
51,2017-07-11 02:32:27.210,2017-09-12 00:41:12.020,M,6000.0000,3,34626
51,2017-07-13 04:40:51.450,2017-09-14 14:29:05.450,M,6000.0000,514,27772
51,2017-10-04 15:57:00.350,2018-01-01 22:48:53.730,M,8000.0000,101,101221
51,2017-12-18 13:27:57.990,2018-06-13 18:16:25.650,M,6000.0000,617,128724
51,2018-10-03 22:38:36.970,2018-11-27 16:49:20.340,M,6000.0000,304,19337
51,2019-05-08 04:10:29.510,2019-07-11 19:03:21.410,M,6000.0000,721,52644
51,2019-06-21 15:27:18.090,2019-08-29 20:53:10.020,M,6000.0000,409,78100
52,2017-03-22 15:21:32.560,2017-05-07 10:59:39.030,M,6000.0000,304,21883
52,2017-06-05 13:03:49.700,2017-08-19 15:46:50.370,M,6000.0000,514,35697
52,2017-07-01 17:44:08.620,2017-11-27 09:05:57.590,M,6000.0000,618,1906
52,2017-10-12 12:17:40.190,2018-01-19 00:09:56.230,M,6000.0000,201,85529
52,2018-12-28 10:21:13.260,2019-05-29 04:29:20.940,M,6000.0000,3,44114
52,2019-01-12 14:08:14.270,2019-04-12 20:24:06.000,M,6000.0000,721,63420
52,2019-06-02 20:27:37.480,2019-09-21 04:09:06.710,M,6000.0000,409,88629
52,2019-08-22 05:28:19.570,2019-09-22 20:43:09.520,M,6000.0000,101,105076
53,2017-02-28 11:34:59.900,2017-08-09 22:44:50.760,M,6000.0000,101,126076
53,2018-04-16 00:27:44.430,2018-07-19 17:51:23.060,M,6000.0000,304,27666
53,2018-05-03 07:12:35.340,2018-09-26 11:27:52.970,M,6000.0000,201,101396
53,2019-02-20 17:11:41.850,2019-04-26 03:18:59.890,M,6000.0000,3,52318
53,2019-02-24 09:55:52.930,2019-07-09 11:35:18.400,M,6000.0000,409,103714
53,2019-03-08 00:52:15.960,2019-07-07 12:17:13.670,M,6000.0000,514,43932
53,2019-07-12 10:13:34.420,2019-11-22 08:07:32.440,M,6000.0000,618,4006
54,2017-08-14 22:05:33.950,2017-11-27 18:56:50.950,M,6000.0000,514,52791
54,2017-09-09 14:06:50.560,2017-10-11 16:20:08.900,M,6000.0000,201,106529
54,2018-02-22 15:39:15.740,2018-08-01 23:37:54.480,M,6000.0000,304,35841
54,2018-11-17 21:09:48.680,2019-03-07 12:38:05.080,M,6000.0000,721,84420
54,2018-11-25 23:03:18.450,2019-04-13 23:06:10.700,M,6000.0000,101,127076
54,2018-12-01 05:08:40.120,2019-03-30 14:42:44.560,M,8000.0000,618,8246
54,2019-04-29 07:18:05.640,2019-09-14 13:21:57.300,M,6000.0000,3,65114
54,2019-05-17 15:17:02.960,2019-09-26 21:39:30.270,M,6000.0000,409,109629
55,2017-03-05 00:55:16.950,2017-08-24 22:51:55.090,M,6000.0000,3,76626
55,2018-05-16 01:31:51.130,2018-07-07 21:12:38.220,M,8000.0000,721,104281
55,2018-08-04 09:29:03.270,2019-01-20 21:14:43.500,M,6000.0000,409,132629
55,2018-10-18 15:39:21.930,2018-12-23 19:05:49.450,M,6000.0000,514,64932
55,2019-02-28 09:43:39.840,2019-04-10 10:33:41.190,M,6000.0000,618,11879
55,2019-03-20 22:19:56.930,2019-08-12 17:57:36.230,M,6000.0000,201,129529
55,2019-06-10 18:55:16.220,2019-08-29 21:23:05.210,M,6000.0000,101,128076
55,2019-07-17 20:38:47.760,2019-09-03 01:08:30.210,M,8000.0000,304,42883
56,2017-05-04 12:43:38.210,2017-09-19 14:56:51.520,M,6000.0000,304,53327
56,2017-07-29 05:11:40.860,2017-12-29 08:42:05.840,M,6000.0000,514,77697
56,2017-10-05 11:39:59.870,2018-01-04 23:03:32.760,M,8000.0000,202,1792
56,2018-02-10 04:05:29.110,2018-07-28 10:12:20.740,M,8000.0000,3,86114
56,2018-02-12 05:22:44.850,2018-06-27 20:53:10.990,M,6000.0000,102,254
56,2018-11-24 19:18:14.200,2019-03-14 01:44:03.740,M,6000.0000,410,434
56,2019-07-16 21:40:07.130,2019-12-15 21:17:16.620,M,6000.0000,618,14438
57,2017-06-25 15:44:30.810,2017-09-01 18:20:24.100,M,6000.0000,304,63883
57,2018-01-11 22:36:24.350,2018-04-22 04:24:15.050,M,6000.0000,618,20461
57,2018-06-13 11:03:25.260,2018-11-17 23:42:35.700,M,6000.0000,202,3205
57,2018-07-11 17:33:36.340,2018-10-03 06:07:54.430,M,6000.0000,514,85932
57,2018-08-14 20:39:47.760,2018-09-25 23:18:57.860,M,6000.0000,3,101052
57,2018-08-19 06:29:24.480,2018-10-07 07:45:18.850,M,8000.0000,721,126420
57,2019-03-18 02:26:34.410,2019-05-11 23:41:29.920,M,6000.0000,410,4971
57,2019-03-26 19:08:51.890,2019-08-14 02:46:17.870,M,6000.0000,102,3238
58,2017-05-11 17:35:23.650,2017-09-22 09:46:43.380,M,8000.0000,3,107114
58,2017-09-01 23:09:57.390,2017-12-09 18:20:09.820,M,6000.0000,102,7015
58,2018-02-06 08:25:39.450,2018-04-11 13:37:51.490,M,6000.0000,514,101643
58,2018-07-16 02:11:30.680,2018-11-17 02:22:22.630,M,6000.0000,202,8226
58,2018-11-02 20:08:39.600,2018-12-04 03:00:55.220,M,6000.0000,618,22906
58,2019-05-21 19:49:24.550,2019-10-23 03:05:37.090,M,6000.0000,304,77841
58,2019-08-02 17:16:02.870,2019-11-06 05:27:12.210,M,6000.0000,410,8210
59,2017-03-11 22:25:47.820,2017-08-18 11:20:12.650,M,6000.0000,514,106932
59,2017-05-28 01:58:06.250,2017-08-04 10:08:34.880,M,6000.0000,304,84883
59,2017-08-30 06:01:52.250,2017-10-25 09:49:41.150,M,6000.0000,102,10678
59,2018-03-01 14:24:48.660,2018-05-10 07:58:27.930,M,6000.0000,202,11051
59,2018-03-31 21:35:19.290,2018-05-24 06:10:27.090,M,6000.0000,410,10455
59,2018-08-18 21:49:51.160,2018-12-09 05:51:39.320,M,6000.0000,721,128420
59,2019-08-16 17:19:18.820,2019-12-19 22:36:59.180,M,6000.0000,3,130114
60,2017-02-28 21:52:46.360,2017-06-26 19:52:56.680,M,6000.0000,4,3251
60,2017-05-07 20:17:52.140,2017-10-01 23:51:15.390,M,6000.0000,102,13752
60,2018-04-19 08:13:19.740,2018-09-20 23:46:01.070,M,6000.0000,410,14318
60,2019-03-26 20:28:58.840,2019-07-19 13:24:45.690,M,6000.0000,202,14353
60,2019-06-10 05:50:09.100,2019-09-30 15:11:08.000,M,8000.0000,618,35438
60,2019-06-16 03:12:25.890,2019-07-28 22:56:08.160,M,6000.0000,722,490
60,2019-06-21 04:52:37.550,2019-09-26 04:55:23.130,M,6000.0000,304,103337
60,2019-08-18 15:19:06.590,2019-10-26 03:29:57.600,M,6000.0000,514,129932
61,2018-05-28 07:16:26.570,2018-08-05 00:15:24.090,M,6000.0000,102,18774
61,2018-09-01 07:29:02.210,2019-01-10 14:19:42.340,M,6000.0000,618,43906
61,2018-11-14 16:34:24.020,2019-01-30 03:54:49.930,M,6000.0000,202,17379
61,2018-12-30 06:17:02.150,2019-06-16 19:11:17.020,M,6000.0000,4,3881
61,2019-02-09 19:19:05.740,2019-07-06 18:50:49.930,M,8000.0000,304,105883
61,2019-03-29 14:28:34.630,2019-09-22 01:47:10.600,M,6000.0000,515,208
61,2019-04-02 00:48:29.480,2019-07-24 11:06:22.580,M,6000.0000,410,17898
62,2017-04-01 12:21:03.410,2017-08-06 01:20:17.870,M,6000.0000,202,22792
62,2017-06-18 10:44:04.000,2017-07-28 00:11:06.460,M,6000.0000,4,7377
62,2018-06-22 16:05:12.520,2018-10-10 15:34:34.410,M,6000.0000,102,21254
62,2018-08-14 01:32:53.650,2018-12-20 15:42:45.240,M,6000.0000,618,53879
62,2018-12-17 20:44:32.980,2019-03-05 13:33:54.510,M,6000.0000,410,21434
62,2019-02-18 09:25:06.870,2019-08-15 04:42:27.210,M,6000.0000,304,126883
62,2019-05-31 20:28:20.440,2019-10-30 08:52:36.320,M,6000.0000,515,4007
62,2019-08-12 15:48:37.410,2019-11-05 18:31:59.820,M,6000.0000,722,7765
63,2017-10-02 10:09:06.670,2017-12-31 22:05:40.300,M,6000.0000,410,29210
63,2018-03-25 09:15:58.740,2018-06-14 17:04:54.480,M,6000.0000,102,28015
63,2018-05-18 07:14:46.070,2018-10-29 15:06:55.000,M,6000.0000,304,127883
63,2018-06-05 22:54:47.390,2018-09-19 01:56:24.110,M,6000.0000,202,29226
63,2019-01-28 15:49:03.220,2019-04-17 08:01:52.230,M,6000.0000,618,64906
63,2019-05-01 07:11:40.950,2019-08-18 00:18:24.770,M,6000.0000,4,9818
63,2019-05-07 15:16:53.030,2019-09-12 07:27:23.970,M,6000.0000,515,9066
64,2017-10-28 14:15:23.720,2018-02-21 19:04:07.120,M,6000.0000,618,77438
64,2017-11-04 09:03:00.610,2018-03-17 08:09:43.120,M,6000.0000,304,128883
64,2017-12-07 21:12:11.620,2018-02-15 01:38:14.660,M,6000.0000,515,14928
64,2017-12-12 18:05:24.950,2018-05-30 07:30:40.320,M,6000.0000,410,35318
64,2018-06-14 06:46:29.030,2018-12-09 08:37:42.810,M,6000.0000,202,35353
64,2019-04-05 22:56:05.170,2019-09-02 17:15:30.000,M,6000.0000,102,34752
64,2019-05-12 04:11:33.200,2019-10-24 02:38:50.650,M,6000.0000,4,13481
65,2017-02-05 02:53:24.430,2017-05-13 08:51:15.570,M,6000.0000,202,43792
65,2017-08-17 12:47:50.300,2018-01-19 01:02:46.070,M,6000.0000,515,15201
65,2017-11-15 23:15:05.750,2018-05-11 01:22:20.690,M,6000.0000,305,338
65,2018-01-18 02:54:51.710,2018-04-18 02:09:44.030,M,6000.0000,722,17891
65,2018-01-31 08:06:36.950,2018-07-29 13:35:24.960,M,6000.0000,102,42254
65,2018-09-09 17:08:11.780,2018-12-06 05:12:45.650,M,6000.0000,4,18312
65,2019-04-10 06:44:19.520,2019-07-21 16:13:09.860,M,6000.0000,410,42434
66,2017-08-15 22:51:43.870,2017-11-30 19:08:54.680,M,6000.0000,515,17569
66,2018-04-14 18:02:54.950,2018-09-29 04:48:04.770,M,6000.0000,410,52455
66,2018-06-02 23:51:28.630,2018-11-26 19:09:51.450,M,6000.0000,202,53051
66,2018-07-12 18:45:07.300,2018-09-27 03:59:17.690,M,6000.0000,305,4936
66,2018-07-14 18:22:59.420,2018-12-10 01:14:01.300,M,8000.0000,618,104461
66,2019-01-04 08:44:37.080,2019-05-05 23:28:18.150,M,6000.0000,102,52678
66,2019-01-14 06:41:00.990,2019-04-27 01:16:14.930,M,6000.0000,4,24251
66,2019-04-17 07:08:22.650,2019-09-03 14:28:25.640,M,6000.0000,722,21490
67,2017-08-25 10:02:53.430,2018-02-06 21:33:59.730,M,6000.0000,102,63254
67,2017-09-29 03:15:48.400,2017-11-10 11:03:37.360,M,8000.0000,4,28377
67,2018-02-20 06:21:09.020,2018-07-17 06:01:55.580,M,6000.0000,515,21208
67,2018-03-27 05:56:59.710,2018-07-10 08:33:15.050,M,8000.0000,618,106906
67,2018-06-19 06:52:06.420,2018-09-01 20:07:57.990,M,6000.0000,410,63434
67,2019-08-11 13:43:37.940,2019-10-28 03:42:28.570,M,6000.0000,202,64792
67,2019-08-14 13:34:53.150,2019-11-30 05:13:40.680,M,6000.0000,305,6658
68,2017-02-27 00:07:45.070,2017-05-26 22:55:06.270,M,6000.0000,410,77318
68,2017-04-07 21:29:35.030,2017-10-07 03:00:53.050,M,6000.0000,515,30066
68,2017-07-03 01:58:24.180,2017-09-24 09:24:07.610,M,6000.0000,305,10504
68,2017-08-29 08:46:54.260,2017-11-18 13:47:50.770,M,6000.0000,618,129906
68,2017-08-30 15:41:01.020,2018-01-29 18:51:45.170,M,8000.0000,4,34481
68,2018-06-22 08:50:14.820,2018-09-01 03:13:24.180,M,6000.0000,102,76752
68,2019-03-16 18:15:53.500,2019-08-10 03:32:01.580,M,6000.0000,722,36250
68,2019-06-26 08:44:40.570,2019-09-18 18:29:02.880,M,8000.0000,202,77353
69,2017-04-18 13:36:37.750,2017-10-14 19:10:51.490,M,6000.0000,619,120
69,2017-09-04 08:24:51.970,2018-01-10 20:34:07.010,M,6000.0000,722,42490
69,2018-04-11 19:30:58.610,2018-09-02 10:22:18.860,M,6000.0000,410,84434
69,2018-09-02 07:03:58.250,2018-11-07 13:43:29.300,M,6000.0000,102,84254
69,2018-10-07 10:21:52.220,2019-03-03 16:30:27.260,M,6000.0000,305,14125
69,2018-12-10 22:58:36.970,2019-02-17 14:27:02.470,M,6000.0000,202,85792
69,2019-03-05 11:19:04.300,2019-08-11 21:11:11.620,M,6000.0000,4,45251
69,2019-05-14 16:15:06.800,2019-09-19 09:46:13.120,M,6000.0000,515,36201
70,2017-12-06 20:51:37.450,2018-02-12 15:32:51.290,M,6000.0000,410,101898
70,2017-12-13 12:16:09.750,2018-05-26 12:26:36.000,M,6000.0000,619,5287
70,2017-12-23 11:48:17.770,2018-02-17 19:28:14.190,M,6000.0000,4,51818
70,2018-01-19 13:45:18.940,2018-06-22 05:52:08.630,M,6000.0000,515,42208
70,2018-03-17 09:08:27.950,2018-06-28 18:27:06.750,M,6000.0000,722,55723
70,2018-11-20 05:00:33.260,2019-05-01 23:09:21.330,M,6000.0000,305,19192
70,2019-01-31 16:59:13.920,2019-03-04 03:22:53.650,M,8000.0000,102,102774
70,2019-05-29 14:00:52.020,2019-07-02 09:35:29.990,M,6000.0000,202,101379
71,2017-04-11 02:56:57.110,2017-10-02 08:27:55.590,M,6000.0000,305,21338
71,2018-05-04 13:13:00.670,2018-08-13 20:40:08.310,M,8000.0000,4,66251
71,2018-05-30 18:05:56.340,2018-08-22 10:07:28.000,M,6000.0000,202,106792
71,2018-06-26 12:51:37.420,2018-11-26 19:11:53.090,M,8000.0000,619,8329
71,2018-12-10 01:52:29.350,2019-05-24 02:31:42.090,M,6000.0000,515,56928
71,2019-05-31 23:03:25.950,2019-10-07 05:31:13.910,M,6000.0000,102,105254
71,2019-07-09 20:43:58.840,2019-10-06 19:38:21.150,M,8000.0000,410,105434
72,2017-07-10 18:34:04.620,2017-12-14 22:10:02.070,M,8000.0000,619,11150
72,2018-01-03 10:42:47.880,2018-05-03 02:35:25.100,M,6000.0000,410,126434
72,2018-01-30 22:25:27.240,2018-05-23 07:42:59.580,M,6000.0000,305,27658
72,2018-04-16 13:54:18.720,2018-05-23 18:44:51.510,M,6000.0000,4,76481
72,2018-05-26 10:19:11.840,2018-06-29 10:57:32.420,M,6000.0000,515,63208
72,2019-07-12 23:32:20.060,2019-11-13 16:04:49.120,M,6000.0000,202,129792
72,2019-07-29 09:09:38.970,2019-12-11 06:43:01.850,M,6000.0000,102,126254
73,2017-04-24 20:58:46.490,2017-06-14 06:17:51.240,M,8000.0000,4,87251
73,2017-06-18 09:49:55.620,2017-09-08 15:31:11.940,M,6000.0000,203,184
73,2017-07-27 02:44:48.890,2017-09-22 23:48:12.530,M,8000.0000,305,35125
73,2017-09-22 18:54:31.770,2017-11-29 11:49:17.820,M,6000.0000,619,15028
73,2018-03-19 05:11:27.690,2018-05-18 19:40:33.950,M,6000.0000,102,127254
73,2018-04-25 09:56:27.820,2018-09-26 09:34:07.090,M,6000.0000,515,78201
73,2018-10-22 09:45:04.880,2018-12-04 04:40:46.290,M,6000.0000,410,127434
74,2017-09-07 02:57:18.260,2017-11-21 19:41:16.710,M,6000.0000,4,102312
74,2017-10-08 10:55:56.870,2018-03-24 21:54:37.060,M,6000.0000,102,128254
74,2018-01-13 18:20:37.050,2018-03-16 06:57:37.790,M,6000.0000,305,42338
74,2018-05-30 21:41:38.830,2018-09-01 04:29:32.820,M,8000.0000,410,128434
74,2018-10-08 10:35:35.180,2019-03-18 02:50:02.800,M,6000.0000,515,84208
74,2019-03-16 04:49:10.550,2019-09-01 13:09:23.170,M,6000.0000,203,3019
74,2019-08-19 05:35:50.340,2019-12-14 11:01:53.900,M,6000.0000,619,17669
75,2017-08-05 06:12:16.100,2017-10-29 19:20:40.820,M,8000.0000,103,368
75,2017-10-06 06:27:30.450,2018-02-13 22:30:34.480,M,6000.0000,305,52504
75,2018-06-26 13:45:01.210,2018-08-17 04:38:59.090,M,6000.0000,4,108251
75,2018-09-13 21:39:52.050,2019-01-28 06:25:43.170,M,6000.0000,515,101569
75,2019-01-28 18:32:06.170,2019-04-02 18:30:02.790,M,8000.0000,203,6859
75,2019-05-12 09:44:20.170,2019-08-04 11:56:00.440,M,6000.0000,411,51
75,2019-08-08 01:23:08.100,2019-10-15 04:12:23.690,M,6000.0000,619,21120
76,2017-02-06 20:38:56.860,2017-07-13 16:50:38.330,M,8000.0000,4,131251
76,2017-12-21 13:43:38.010,2018-02-28 05:56:53.050,M,6000.0000,411,4261
76,2018-05-17 22:56:11.620,2018-08-07 08:44:10.850,M,6000.0000,203,10335
76,2018-11-23 07:50:10.360,2019-03-23 08:55:10.670,M,6000.0000,103,2900
76,2018-12-18 01:54:13.130,2019-02-21 16:48:23.160,M,6000.0000,619,29329
76,2019-02-07 11:27:20.180,2019-04-21 14:35:59.380,M,6000.0000,305,63338
76,2019-08-22 23:08:31.300,2019-09-24 09:59:13.680,M,6000.0000,515,105208
77,2017-08-13 08:26:02.390,2018-02-05 04:50:38.700,M,6000.0000,515,126208
77,2018-01-08 14:11:30.420,2018-03-26 08:21:40.310,M,6000.0000,619,36028
77,2018-02-22 23:57:41.750,2018-08-15 11:23:27.070,M,8000.0000,411,7103
77,2018-04-07 13:25:51.770,2018-06-06 13:17:36.710,M,6000.0000,305,77125
77,2018-05-19 10:55:55.030,2018-10-31 06:07:15.770,M,6000.0000,5,2186
77,2018-12-04 22:50:21.280,2019-01-17 02:44:06.690,M,8000.0000,103,7051
77,2019-05-10 20:34:02.690,2019-06-28 22:28:32.920,M,6000.0000,203,14127
78,2017-06-09 08:02:51.710,2017-09-11 19:40:31.010,M,6000.0000,5,3563
78,2017-09-22 08:50:50.080,2017-11-01 09:12:11.210,M,6000.0000,411,10796
78,2017-12-20 06:38:19.010,2018-05-03 15:04:40.940,M,6000.0000,203,20589
78,2017-12-21 07:40:04.350,2018-03-29 13:42:17.270,M,6000.0000,515,127208
78,2017-12-26 05:16:43.300,2018-03-20 03:52:10.870,M,6000.0000,619,42120
78,2018-02-21 22:46:27.890,2018-07-15 19:36:31.020,M,6000.0000,722,128490
78,2018-03-20 23:22:59.970,2018-08-03 03:59:46.790,M,6000.0000,103,10006
78,2019-06-22 19:28:56.130,2019-11-25 03:20:13.940,M,6000.0000,305,84338
79,2017-04-02 01:56:18.420,2017-06-28 02:04:31.360,M,8000.0000,411,14609
79,2017-12-10 14:50:35.110,2018-06-01 21:33:47.500,M,6000.0000,103,14040
79,2018-08-25 19:40:29.840,2018-10-11 10:39:56.200,M,6000.0000,305,103192
79,2018-12-18 09:06:53.100,2019-05-17 15:05:03.340,M,6000.0000,515,128208
79,2019-05-14 09:20:34.200,2019-10-05 16:19:32.640,M,6000.0000,619,53150
79,2019-08-28 04:28:49.680,2020-02-08 22:08:28.990,M,8000.0000,5,6460
79,2019-08-28 18:40:35.620,2020-02-03 05:20:53.230,M,6000.0000,203,21184
80,2017-01-04 04:55:46.370,2017-05-17 00:11:40.350,M,8000.0000,516,1475
80,2017-05-04 11:46:10.210,2017-09-14 19:35:37.960,M,6000.0000,619,63120
80,2017-12-30 17:02:20.950,2018-06-16 08:55:20.290,M,6000.0000,203,27859
80,2018-07-28 17:14:52.740,2018-10-19 17:56:43.250,M,6000.0000,103,17581
80,2018-10-26 15:31:45.510,2019-04-11 19:56:53.640,M,6000.0000,411,17751
80,2018-11-14 08:37:44.680,2019-03-13 18:28:34.180,M,6000.0000,305,105338
80,2019-03-26 19:38:44.730,2019-05-29 12:16:27.880,M,6000.0000,723,3644
80,2019-08-20 11:21:53.130,2019-11-27 10:46:18.910,M,6000.0000,5,10956
81,2017-03-23 14:24:22.780,2017-08-23 14:51:32.130,M,6000.0000,411,21051
81,2017-06-07 20:36:21.220,2017-08-21 14:57:01.680,M,6000.0000,305,126338
81,2017-06-13 11:19:18.530,2017-11-02 19:36:45.910,M,6000.0000,516,5598
81,2019-06-13 15:13:41.110,2019-09-13 09:16:00.100,M,6000.0000,103,21368
81,2019-07-26 15:40:29.990,2019-09-13 12:24:56.110,M,6000.0000,203,35127
81,2019-08-03 09:30:42.400,2019-10-01 18:37:54.090,M,6000.0000,5,13724
81,2019-08-28 22:59:38.160,2019-10-08 21:53:40.240,M,8000.0000,619,78028
82,2017-03-04 21:53:08.410,2017-04-24 17:18:24.520,M,6000.0000,5,18614
82,2017-04-26 10:53:20.890,2017-06-28 09:45:29.100,M,6000.0000,305,127338
82,2017-05-08 02:17:25.510,2017-10-20 15:21:52.830,M,6000.0000,619,84120
82,2017-11-04 15:07:48.610,2018-03-22 19:55:47.680,M,8000.0000,723,10584
82,2017-12-22 08:00:08.820,2018-03-04 03:55:15.100,M,6000.0000,203,42184
82,2018-06-19 20:47:44.500,2018-09-07 07:03:40.160,M,6000.0000,516,6986
82,2019-02-07 02:30:56.460,2019-07-09 03:02:09.470,M,6000.0000,411,28103
82,2019-02-25 00:55:06.690,2019-07-05 01:21:48.290,M,6000.0000,103,28051
83,2017-05-13 13:51:39.070,2017-08-26 22:04:05.690,M,6000.0000,203,52335
