utilityCostNumber,electricityUnitRate,waterUnitRate,utilityTimeCreated,utilityRentalNumber,utilityStartingTime,utilityBillingNumber,utilityLineNumber
283,7.0000,1.0000,2018-04-22 21:27:21.610,106,2017-03-03 11:29:14.670,41,15274
284,7.0000,1.0000,2018-06-17 21:11:13.860,69,2019-05-14 16:15:06.800,27,17792
285,7.0000,1.0000,2017-07-23 21:54:03.750,111,2017-06-13 07:43:28.920,43,43444
286,7.0000,1.0000,2019-03-06 16:53:12.110,72,2019-07-29 09:09:38.970,28,20630
287,7.0000,1.0000,2019-06-09 22:18:25.380,151,2017-05-17 03:18:34.630,59,27276
288,7.0000,1.0000,2017-07-02 04:22:08.830,22,2017-07-13 20:38:18.840,9,20911
289,7.0000,1.0000,2017-02-18 15:29:30.710,85,2018-10-27 00:26:55.230,32,107440
290,7.0000,1.0000,2019-05-21 23:54:52.290,74,2018-10-08 10:35:35.180,28,107230
291,7.0000,1.0000,2017-02-28 11:40:46.180,136,2019-07-22 03:14:27.240,53,42442
292,7.0000,1.0000,2017-08-30 14:24:10.250,34,2017-08-18 03:13:02.780,13,63323
293,7.0000,1.0000,2019-01-26 13:46:49.300,107,2018-11-20 12:48:31.620,41,128424
294,7.0000,1.0000,2017-09-01 19:38:50.510,170,2017-02-13 17:29:17.660,66,22119
295,7.0000,1.0000,2018-06-28 18:56:40.330,123,2019-03-21 10:52:31.140,48,54241
296,7.0000,1.0000,2018-05-03 01:53:15.750,140,2017-09-20 06:15:55.690,54,105933
297,7.0000,1.0000,2019-07-14 19:06:47.440,26,2017-09-04 08:20:06.770,10,62811
298,7.0000,1.0000,2019-01-15 00:36:51.720,157,2019-05-23 17:11:39.230,61,105981
299,7.0000,1.0000,2017-11-16 21:24:30.130,89,2017-05-24 00:00:41.870,34,21211
300,7.0000,1.0000,2018-06-15 12:29:41.240,28,2017-03-03 17:15:57.920,11,17679
301,7.0000,1.0000,2019-03-08 22:41:51.190,71,2019-07-09 20:43:58.840,27,129899
302,7.0000,1.0000,2019-01-12 01:17:20.370,159,2017-02-11 13:05:49.140,62,17362
303,7.0000,1.0000,2018-05-17 16:49:37.540,104,2018-04-02 07:42:27.020,40,34887
304,7.0000,1.0000,2019-12-09 05:18:03.470,65,2017-02-05 02:53:24.430,25,7243
305,7.0000,1.0000,2019-02-15 05:12:19.000,168,2018-04-09 14:54:35.570,65,105172
306,7.0000,1.0000,2018-01-10 01:24:13.330,59,2017-03-11 22:25:47.820,22,84662
307,7.0000,1.0000,2019-08-13 07:59:43.430,16,2018-05-23 10:24:20.500,7,9965
308,7.0000,1.0000,2018-10-27 16:09:42.550,169,2018-12-24 11:07:09.230,66,7451
309,7.0000,1.0000,2017-04-28 12:06:44.610,75,2019-08-08 01:23:08.100,29,20664
310,7.0000,1.0000,2019-03-20 19:02:59.120,94,2018-05-28 09:26:02.420,36,43292
311,7.0000,1.0000,2019-11-25 23:42:55.800,86,2017-11-27 18:46:37.830,33,13623
312,7.0000,1.0000,2019-08-03 12:16:23.490,3,2017-07-10 02:18:23.190,1,105836
313,7.0000,1.0000,2019-05-02 02:55:56.030,153,2018-06-26 07:33:02.250,60,27991
314,7.0000,1.0000,2018-12-11 03:27:07.610,140,2018-08-07 10:48:33.420,54,126933
315,7.0000,1.0000,2019-12-19 19:43:00.790,159,2018-02-07 00:14:20.830,62,27781
316,7.0000,1.0000,2018-09-30 06:49:36.930,16,2019-08-20 23:06:16.510,7,22195
317,7.0000,1.0000,2019-06-24 02:44:54.830,16,2018-08-05 00:45:26.330,7,13998
318,7.0000,1.0000,2017-03-20 06:26:46.710,38,2018-10-02 15:49:12.700,15,11541
319,7.0000,1.0000,2017-02-15 22:03:59.130,147,2019-08-03 16:04:55.570,57,129492
320,7.0000,1.0000,2019-08-08 05:36:30.900,107,2018-09-18 14:46:34.830,41,127424
321,7.0000,1.0000,2017-07-29 18:28:48.180,165,2017-10-01 02:42:36.710,64,78416
322,7.0000,1.0000,2017-01-29 16:43:44.390,154,2019-05-22 03:02:59.650,60,84522
323,7.0000,1.0000,2018-02-21 20:14:22.260,2,2018-10-05 08:51:22.710,1,77858
324,7.0000,1.0000,2017-08-05 20:23:48.540,60,2017-02-28 21:52:46.360,23,3686
325,7.0000,1.0000,2019-07-06 12:16:47.010,146,2017-12-25 01:42:20.150,57,20325
326,7.0000,1.0000,2018-01-28 14:40:31.680,168,2018-04-30 13:16:31.150,65,126172
327,7.0000,1.0000,2018-08-16 00:03:32.250,110,2017-12-11 21:34:24.560,43,11739
328,7.0000,1.0000,2018-11-24 09:50:57.610,71,2018-05-30 18:05:56.340,27,85899
329,7.0000,1.0000,2018-12-05 08:23:54.060,127,2019-01-20 17:59:54.780,49,127742
330,7.0000,1.0000,2018-10-10 19:42:27.590,158,2018-10-29 05:11:01.340,62,6781
331,7.0000,1.0000,2019-02-19 10:26:36.420,127,2017-04-17 14:38:44.050,49,77471
332,7.0000,1.0000,2018-01-26 01:35:13.240,114,2018-12-30 04:53:38.820,44,101436
333,7.0000,1.0000,2019-02-01 17:23:25.720,142,2018-05-31 09:51:14.730,55,85154
334,7.0000,1.0000,2018-07-06 08:45:52.230,62,2019-05-31 20:28:20.440,24,17307
335,7.0000,1.0000,2017-10-07 11:11:04.160,113,2017-06-06 04:00:04.200,44,27886
336,7.0000,1.0000,2018-10-21 14:15:22.820,48,2018-01-17 02:51:19.960,18,101188
337,7.0000,1.0000,2018-09-02 10:45:44.370,74,2018-01-13 18:20:37.050,28,86230
338,7.0000,1.0000,2018-05-06 16:09:18.150,41,2018-10-16 00:00:53.420,16,27258
339,7.0000,1.0000,2019-04-24 15:58:54.870,56,2017-10-05 11:39:59.870,21,84546
340,7.0000,1.0000,2019-07-05 20:29:50.420,52,2019-01-12 14:08:14.270,20,42181
341,7.0000,1.0000,2019-07-16 08:53:28.690,56,2018-11-24 19:18:14.200,21,125867
342,7.0000,1.0000,2017-08-23 06:08:42.820,89,2017-06-25 18:46:36.140,34,29513
343,7.0000,1.0000,2017-03-15 16:15:24.210,81,2017-03-23 14:24:22.780,31,14673
344,7.0000,1.0000,2017-11-22 20:26:31.590,125,2018-06-25 05:08:05.450,49,2658
345,7.0000,1.0000,2019-06-18 00:11:56.490,122,2018-08-19 11:17:27.290,48,2959
346,7.0000,1.0000,2017-07-19 23:24:22.700,40,2019-03-17 19:54:17.550,16,6258
347,7.0000,1.0000,2018-04-22 11:28:14.230,91,2019-06-16 17:01:26.690,35,21388
348,7.0000,1.0000,2017-02-25 10:19:41.690,46,2018-12-24 22:52:49.230,18,12684
349,7.0000,1.0000,2017-09-04 23:55:49.720,179,2019-06-02 05:37:43.670,70,816
350,7.0000,1.0000,2019-09-20 12:07:03.410,177,2019-07-06 08:37:45.060,69,37562
351,7.0000,1.0000,2018-10-31 23:08:20.930,157,2017-10-15 11:57:24.510,61,77335
352,7.0000,1.0000,2019-05-06 12:40:00.730,121,2018-10-24 05:16:43.550,47,106377
353,7.0000,1.0000,2018-12-09 02:32:52.590,172,2019-02-24 13:44:32.460,67,42107
354,7.0000,1.0000,2018-04-02 15:47:59.230,136,2018-09-05 10:19:04.130,53,28896
355,7.0000,1.0000,2017-11-26 18:00:53.050,127,2018-04-20 18:30:36.790,49,125690
356,7.0000,1.0000,2019-02-17 05:58:06.790,36,2019-01-02 12:08:54.640,14,62772
357,7.0000,1.0000,2017-11-30 05:02:58.100,162,2019-08-10 20:10:40.560,63,102624
358,7.0000,1.0000,2017-10-21 20:25:49.000,44,2017-11-03 01:51:44.490,17,42190
359,7.0000,1.0000,2017-06-14 17:01:16.450,25,2018-07-18 10:10:46.070,10,37722
360,7.0000,1.0000,2018-01-27 14:31:47.310,163,2018-03-24 09:19:45.320,63,126124
361,7.0000,1.0000,2019-05-19 01:20:41.090,153,2017-06-24 20:29:48.330,60,18640
362,7.0000,1.0000,2017-09-28 22:08:45.810,79,2018-12-18 09:06:53.100,30,63186
363,7.0000,1.0000,2019-11-14 07:45:48.500,121,2018-07-21 02:27:04.460,47,102465
364,7.0000,1.0000,2018-07-10 16:24:17.020,150,2017-05-08 17:32:05.060,58,128134
365,7.0000,1.0000,2017-02-08 08:36:22.700,101,2019-08-09 11:15:51.830,39,35980
366,7.0000,1.0000,2018-11-09 22:07:42.560,106,2017-09-29 08:24:48.960,41,21424
367,7.0000,1.0000,2017-07-11 18:52:57.760,176,2017-06-17 23:57:07.440,68,85778
368,7.0000,1.0000,2017-11-05 18:10:03.790,14,2018-07-11 16:04:24.400,6,19597
369,7.0000,1.0000,2018-03-15 16:16:03.450,152,2017-11-04 00:39:44.140,59,106580
370,7.0000,1.0000,2018-03-10 05:27:37.970,166,2017-02-05 00:51:37.700,64,128155
371,7.0000,1.0000,2017-02-06 20:03:52.550,77,2017-08-13 08:26:02.390,29,66032
372,7.0000,1.0000,2018-02-27 10:35:36.680,158,2018-06-19 01:32:57.230,62,2763
373,7.0000,1.0000,2017-11-17 14:27:51.840,116,2017-05-04 10:04:15.190,45,34932
374,7.0000,1.0000,2017-08-05 01:34:08.710,32,2019-01-03 23:52:06.440,13,3049
375,7.0000,1.0000,2017-02-01 20:43:02.210,51,2017-05-30 05:57:33.810,19,106001
376,7.0000,1.0000,2019-11-28 12:20:05.370,80,2017-01-04 04:55:46.370,30,105186
377,7.0000,1.0000,2019-11-08 00:28:20.190,146,2018-11-19 18:08:28.060,57,28778
378,7.0000,1.0000,2017-04-10 23:47:50.670,11,2018-06-19 01:53:48.050,5,13724
379,7.0000,1.0000,2018-02-09 20:11:52.050,71,2019-05-31 23:03:25.950,27,125891
380,7.0000,1.0000,2018-12-27 12:52:24.310,166,2018-07-11 22:36:19.030,65,9896
381,7.0000,1.0000,2019-09-30 03:12:17.460,21,2019-05-14 18:07:35.140,9,10554
382,7.0000,1.0000,2018-06-30 13:43:50.560,64,2019-04-05 22:56:05.170,25,1402
383,7.0000,1.0000,2018-03-31 09:55:07.880,154,2018-04-25 13:28:32.520,60,77597
384,7.0000,1.0000,2019-03-08 20:16:50.650,20,2018-11-22 05:32:29.970,8,125637
385,7.0000,1.0000,2019-12-01 20:34:06.670,132,2018-05-03 12:23:32.580,51,85807
386,7.0000,1.0000,2019-10-07 21:46:35.690,5,2018-11-30 21:52:26.570,2,101030
387,7.0000,1.0000,2019-02-08 23:02:20.660,146,2019-05-31 15:30:11.990,57,34737
388,7.0000,1.0000,2017-11-11 01:35:26.480,5,2018-04-04 22:14:00.630,2,77614
389,7.0000,1.0000,2017-08-19 14:44:59.180,69,2018-12-10 22:58:36.970,27,12225
390,7.0000,1.0000,2018-08-12 05:12:57.370,77,2018-04-07 13:25:51.770,29,101488
391,7.0000,1.0000,2017-12-01 09:12:24.720,176,2018-02-09 13:09:28.360,68,102934
392,7.0000,1.0000,2017-11-21 14:19:55.370,30,2018-01-20 15:54:38.080,12,17593
393,7.0000,1.0000,2017-12-01 23:08:01.690,16,2017-01-03 05:23:40.750,7,1195
394,7.0000,1.0000,2018-04-07 01:27:07.550,167,2018-08-16 09:16:18.350,65,34479
395,7.0000,1.0000,2017-02-26 19:09:09.330,104,2018-08-01 18:16:13.080,40,52161
396,7.0000,1.0000,2018-10-27 10:44:42.870,111,2019-06-13 03:00:30.850,43,76462
397,7.0000,1.0000,2017-09-30 22:22:54.320,101,2019-06-30 01:24:29.320,39,24081
398,7.0000,1.0000,2018-08-27 23:51:07.200,32,2019-02-04 02:39:07.280,13,6494
399,7.0000,1.0000,2017-10-24 11:50:08.890,23,2019-08-01 21:27:00.350,9,125911
400,7.0000,1.0000,2017-08-18 02:04:13.930,17,2017-07-10 12:05:24.000,7,27448
401,7.0000,1.0000,2017-01-18 04:31:24.930,24,2018-10-14 05:35:17.390,10,1363
402,7.0000,1.0000,2017-06-26 17:18:10.430,78,2017-06-09 08:02:51.710,30,186
403,7.0000,1.0000,2018-12-04 18:03:38.240,144,2018-12-05 20:34:03.990,56,42449
404,7.0000,1.0000,2019-06-19 18:28:11.760,173,2018-01-13 10:03:50.280,67,53335
405,7.0000,1.0000,2019-08-23 16:03:10.850,31,2017-06-08 22:06:27.020,12,42610
406,7.0000,1.0000,2017-09-13 12:32:44.240,54,2017-08-14 22:05:33.950,20,127181
407,7.0000,1.0000,2018-06-28 22:12:08.890,6,2019-06-07 14:31:09.220,3,6270
408,7.0000,1.0000,2018-05-16 00:58:43.870,151,2019-06-04 17:32:13.170,59,79563
409,7.0000,1.0000,2018-03-10 19:04:57.020,65,2017-11-15 23:15:05.750,25,14048
410,7.0000,1.0000,2017-12-21 05:40:47.680,180,2017-02-18 19:36:12.100,70,6791
411,7.0000,1.0000,2019-04-03 05:29:46.610,82,2017-03-04 21:53:08.410,31,42016
412,7.0000,1.0000,2017-08-31 05:15:07.420,55,2019-07-17 20:38:47.760,21,62867
413,7.0000,1.0000,2019-09-03 00:13:56.950,140,2017-08-12 23:32:45.970,54,102310
414,7.0000,1.0000,2018-06-10 04:08:52.150,174,2019-07-24 19:43:59.870,68,11246
415,7.0000,1.0000,2018-04-21 11:19:29.860,184,2018-09-02 17:41:09.730,71,106116
416,7.0000,1.0000,2017-11-28 11:36:50.530,18,2017-05-27 14:29:43.330,8,3010
417,7.0000,1.0000,2019-06-22 12:13:37.930,70,2018-11-20 05:00:33.260,27,43899
418,7.0000,1.0000,2017-09-17 11:28:57.840,101,2019-07-31 23:23:29.580,39,28448
419,7.0000,1.0000,2018-07-31 19:50:10.360,50,2019-01-23 03:41:39.290,19,78287
420,7.0000,1.0000,2017-04-25 10:49:47.010,97,2018-03-13 23:25:33.090,37,53242
421,7.0000,1.0000,2019-09-22 23:05:21.900,61,2018-12-30 06:17:02.150,23,76473
422,7.0000,1.0000,2019-08-22 17:17:31.290,12,2017-01-05 21:46:36.040,5,34724
423,7.0000,1.0000,2017-03-29 03:25:04.610,79,2017-04-02 01:56:18.420,30,36276
424,7.0000,1.0000,2019-07-26 11:03:06.080,6,2018-03-25 15:55:41.260,2,127244
425,7.0000,1.0000,2017-04-18 20:15:13.250,104,2019-03-05 21:10:51.440,40,76887
426,7.0000,1.0000,2019-03-10 05:43:57.190,47,2017-01-30 20:37:15.970,18,21506
427,7.0000,1.0000,2017-04-07 11:27:34.990,153,2017-04-21 22:22:57.510,60,14597
428,7.0000,1.0000,2019-08-04 13:00:44.290,95,2017-09-23 10:17:02.760,36,102144
429,7.0000,1.0000,2017-06-18 06:24:59.380,62,2018-12-17 20:44:32.980,24,11138
430,7.0000,1.0000,2018-03-30 09:58:19.340,161,2019-02-24 23:16:45.780,63,18624
431,7.0000,1.0000,2019-03-09 13:57:11.050,169,2018-03-09 19:47:49.420,66,3506
432,7.0000,1.0000,2018-03-23 00:37:12.980,57,2017-06-25 15:44:30.810,21,127546
433,7.0000,1.0000,2019-06-09 11:57:41.790,144,2019-06-17 03:50:10.650,56,76676
434,7.0000,1.0000,2017-07-04 18:07:38.120,55,2018-05-16 01:31:51.130,21,21546
435,7.0000,1.0000,2018-12-19 08:20:59.370,109,2019-03-07 16:09:49.680,42,101326
436,7.0000,1.0000,2019-04-15 09:54:07.030,163,2017-10-08 05:48:38.060,63,105124
437,7.0000,1.0000,2019-07-18 19:40:12.320,101,2018-03-23 03:22:24.220,39,10200
438,7.0000,1.0000,2018-10-03 15:26:56.130,32,2017-04-07 07:26:38.270,12,105610
439,7.0000,1.0000,2019-07-08 04:13:39.810,124,2017-03-01 18:03:59.030,48,77116
440,7.0000,1.0000,2019-03-30 08:01:22.420,78,2019-06-22 19:28:56.130,30,29931
441,7.0000,1.0000,2018-04-20 23:34:26.800,162,2019-03-02 10:38:49.480,63,42124
442,7.0000,1.0000,2017-10-05 22:03:36.790,7,2019-06-08 18:02:47.380,3,52318
443,7.0000,1.0000,2019-08-25 06:30:29.470,74,2017-09-07 02:57:18.260,28,65230
444,7.0000,1.0000,2019-08-21 09:04:11.500,21,2019-08-17 10:50:42.090,9,13688
445,7.0000,1.0000,2019-05-02 23:43:10.770,129,2019-05-27 22:31:02.270,50,76974
446,7.0000,1.0000,2017-04-12 03:57:17.290,59,2018-08-18 21:49:51.160,22,128662
447,7.0000,1.0000,2018-03-12 14:05:58.420,57,2019-03-26 19:08:51.890,22,18642
448,7.0000,1.0000,2019-06-15 18:59:09.540,194,2017-07-29 00:09:04.900,75,14839
449,7.0000,1.0000,2019-12-08 14:07:37.700,8,2017-07-07 04:11:00.840,3,86114
450,7.0000,1.0000,2019-03-23 07:32:18.810,176,2018-12-29 01:11:10.210,69,100
451,7.0000,1.0000,2019-04-28 22:31:04.940,41,2019-06-04 23:10:01.320,16,53957
452,7.0000,1.0000,2017-01-23 10:53:56.470,170,2019-04-27 15:30:10.740,66,64119
453,7.0000,1.0000,2017-02-06 04:00:56.830,116,2017-07-23 00:47:51.930,45,42407
454,7.0000,1.0000,2017-07-11 01:00:21.870,61,2018-09-01 07:29:02.210,23,54830
455,7.0000,1.0000,2017-11-17 02:58:52.040,89,2019-08-18 15:50:33.570,34,63211
456,7.0000,1.0000,2017-05-20 11:13:53.650,13,2017-10-04 05:41:42.760,5,107186
457,7.0000,1.0000,2017-04-09 13:53:05.810,133,2017-12-03 19:38:07.590,52,11044
458,7.0000,1.0000,2019-05-03 07:00:32.160,92,2019-05-21 02:51:14.470,35,102720
459,7.0000,1.0000,2019-03-12 22:12:58.500,7,2018-10-15 18:07:02.980,3,44114
460,7.0000,1.0000,2017-06-25 10:19:13.650,161,2018-11-01 22:42:15.640,63,13748
461,7.0000,1.0000,2017-06-18 01:05:09.250,94,2018-02-06 23:02:49.940,36,27709
462,7.0000,1.0000,2018-11-16 09:11:24.600,174,2019-07-08 05:39:06.780,68,6746
463,7.0000,1.0000,2017-12-07 18:33:44.490,193,2019-01-21 00:51:26.270,75,479
464,7.0000,1.0000,2019-12-03 09:06:37.680,126,2017-05-16 00:08:51.160,49,35471
465,7.0000,1.0000,2018-10-05 15:43:36.640,69,2019-03-05 11:19:04.300,27,13872
466,7.0000,1.0000,2018-01-21 04:52:33.620,153,2019-08-30 00:26:25.690,60,41773
467,7.0000,1.0000,2018-03-15 17:17:25.640,68,2019-03-16 18:15:53.500,26,85962
468,7.0000,1.0000,2019-03-11 06:06:18.830,51,2019-06-21 15:27:18.090,20,17053
469,7.0000,1.0000,2019-06-13 19:47:52.790,185,2018-03-03 05:06:06.910,72,17859
470,7.0000,1.0000,2018-12-29 01:25:22.830,70,2017-12-06 20:51:37.450,27,20891
471,7.0000,1.0000,2018-05-04 15:56:38.210,51,2019-05-08 04:10:29.510,20,14253
472,7.0000,1.0000,2017-09-28 20:46:41.800,39,2018-10-27 16:17:20.450,15,53541
473,7.0000,1.0000,2018-03-04 07:15:18.040,188,2018-06-09 10:46:43.030,73,10536
474,7.0000,1.0000,2019-04-25 11:48:47.950,106,2018-05-19 19:37:11.610,41,36274
475,7.0000,1.0000,2018-12-27 11:15:20.220,98,2018-05-07 03:27:55.120,37,128386
476,7.0000,1.0000,2018-12-28 01:01:45.110,54,2018-11-25 23:03:18.450,21,6444
477,7.0000,1.0000,2019-12-20 10:47:01.820,72,2017-07-10 18:34:04.620,28,2230
478,7.0000,1.0000,2017-07-30 18:20:53.120,57,2018-01-11 22:36:24.350,21,128546
479,7.0000,1.0000,2017-04-04 11:19:55.310,10,2018-10-20 07:02:38.270,4,108251
480,7.0000,1.0000,2017-01-16 16:17:55.950,45,2017-09-04 09:39:45.550,17,105190
481,7.0000,1.0000,2018-01-07 15:37:58.760,123,2017-07-01 18:59:04.050,48,18179
482,7.0000,1.0000,2017-10-14 16:28:25.450,104,2018-09-19 00:42:03.990,40,64482
483,7.0000,1.0000,2019-08-18 22:53:06.600,143,2019-08-31 00:33:19.070,56,18160
484,7.0000,1.0000,2018-03-19 22:52:40.580,178,2019-07-14 13:20:47.680,69,84100
485,7.0000,1.0000,2018-11-23 11:27:14.410,32,2018-05-28 06:58:23.060,12,127610
486,7.0000,1.0000,2019-02-24 03:03:14.570,143,2017-04-14 02:25:02.860,55,106154
487,7.0000,1.0000,2018-02-23 20:36:16.150,172,2017-02-13 09:57:04.800,67,11335
488,7.0000,1.0000,2018-12-09 10:57:19.910,158,2017-01-30 09:49:05.580,61,127981
489,7.0000,1.0000,2019-08-09 15:08:46.090,152,2018-09-02 15:17:01.480,60,522
490,7.0000,1.0000,2018-08-10 21:07:05.710,97,2018-10-26 10:32:44.110,37,63386
491,7.0000,1.0000,2019-01-15 20:01:01.210,183,2018-03-31 12:10:38.270,71,43116
492,7.0000,1.0000,2017-03-27 12:39:40.160,168,2017-01-16 09:38:10.610,65,76479
493,7.0000,1.0000,2019-07-15 17:13:57.630,24,2019-08-25 17:35:48.410,10,13414
494,7.0000,1.0000,2019-01-22 17:54:26.150,6,2018-12-06 07:03:01.740,2,128244
495,7.0000,1.0000,2018-10-22 06:56:13.160,118,2018-07-05 00:59:03.410,46,36550
496,7.0000,1.0000,2019-05-27 14:23:02.210,88,2017-09-18 10:02:34.310,33,128024
497,7.0000,1.0000,2019-10-21 03:29:52.300,200,2018-12-07 00:24:15.200,77,34537
498,7.0000,1.0000,2019-09-13 21:23:51.790,154,2017-03-25 19:11:22.240,60,42522
499,7.0000,1.0000,2017-11-25 17:20:34.850,86,2018-04-28 06:36:08.320,33,18714
500,7.0000,1.0000,2018-04-21 18:50:37.140,105,2017-06-22 13:56:17.990,40,129482
501,7.0000,1.0000,2019-01-19 10:39:51.650,152,2019-02-12 18:32:55.010,60,6991
502,7.0000,1.0000,2018-12-24 07:59:39.600,6,2019-08-20 02:53:31.600,3,10318
503,7.0000,1.0000,2017-01-11 23:11:16.750,138,2017-02-09 06:34:24.020,53,126442
504,7.0000,1.0000,2017-12-20 12:42:14.860,175,2017-11-09 05:05:32.060,68,27746
505,7.0000,1.0000,2017-11-28 15:35:40.590,35,2017-10-26 22:37:39.350,14,879
506,7.0000,1.0000,2018-08-10 01:44:23.140,3,2018-04-18 15:17:01.440,1,127836
507,7.0000,1.0000,2018-11-13 03:38:38.440,22,2019-03-26 11:35:37.450,9,41911
508,7.0000,1.0000,2017-10-05 16:12:08.890,199,2019-05-27 00:07:34.300,77,7615
509,7.0000,1.0000,2018-07-06 13:45:01.660,134,2018-05-05 20:02:14.820,52,63459
510,7.0000,1.0000,2018-11-12 01:57:06.930,183,2018-01-20 14:36:50.900,71,27451
511,7.0000,1.0000,2017-05-23 00:26:51.830,135,2017-12-01 00:41:18.780,52,126459
512,7.0000,1.0000,2019-09-01 19:32:12.690,76,2018-12-18 01:54:13.130,29,45032
513,7.0000,1.0000,2019-02-07 19:40:36.840,82,2019-02-25 00:55:06.690,31,105016
514,7.0000,1.0000,2019-03-06 05:55:02.540,96,2018-04-25 07:57:32.590,37,21386
515,7.0000,1.0000,2019-06-09 18:41:14.890,129,2019-06-15 07:37:59.650,50,84958
516,7.0000,1.0000,2019-08-26 08:36:43.800,124,2017-03-09 13:52:53.070,48,84978
517,7.0000,1.0000,2019-03-22 10:18:18.000,153,2018-03-19 15:58:52.010,60,21522
518,7.0000,1.0000,2019-09-11 19:41:03.920,196,2019-02-04 22:46:23.050,76,12147
519,7.0000,1.0000,2018-01-19 21:39:23.270,94,2019-04-14 18:51:27.350,36,51952
520,7.0000,1.0000,2019-08-03 12:40:22.080,181,2018-11-25 00:35:26.190,70,84816
521,7.0000,1.0000,2019-11-19 08:16:17.480,84,2017-12-31 11:30:59.880,32,28584
522,7.0000,1.0000,2019-03-29 06:20:05.730,8,2019-06-15 23:55:49.400,4,3251
523,7.0000,1.0000,2019-07-24 14:57:32.750,202,2019-04-15 11:10:07.700,78,17841
524,7.0000,1.0000,2017-11-12 22:40:47.070,88,2018-04-25 22:22:35.490,34,3427
525,7.0000,1.0000,2019-12-05 05:24:21.620,125,2018-12-07 08:39:25.680,49,8056
526,7.0000,1.0000,2018-02-17 03:16:58.040,43,2018-03-02 17:00:27.270,17,14095
527,7.0000,1.0000,2018-03-08 03:32:44.170,15,2017-01-04 00:56:29.550,6,63121
528,7.0000,1.0000,2019-02-01 13:20:51.890,199,2017-09-13 09:49:41.800,76,126685
529,7.0000,1.0000,2017-07-14 04:52:34.780,135,2018-04-22 13:40:07.210,52,127459
530,7.0000,1.0000,2019-07-24 20:52:18.010,203,2019-04-28 07:51:01.110,78,63162
531,7.0000,1.0000,2019-02-28 21:31:52.810,22,2019-08-09 16:20:14.220,9,52554
532,7.0000,1.0000,2017-04-17 13:23:10.030,124,2018-01-05 06:13:47.770,48,105978
533,7.0000,1.0000,2019-08-27 01:00:18.270,105,2017-11-09 09:49:40.450,41,4450
534,7.0000,1.0000,2018-12-05 16:29:18.180,39,2019-08-25 23:31:13.240,15,77207
535,7.0000,1.0000,2017-12-20 05:38:04.310,152,2018-09-20 22:44:53.860,60,4213
536,7.0000,1.0000,2019-01-06 07:38:19.170,116,2018-08-18 18:16:32.670,45,102268
537,7.0000,1.0000,2017-10-12 17:17:08.700,157,2018-09-15 09:28:59.050,61,102251
538,7.0000,1.0000,2018-09-08 10:10:51.730,16,2017-01-04 00:54:54.940,7,3972
539,7.0000,1.0000,2017-05-01 07:16:59.980,76,2018-11-23 07:50:10.360,29,41664
540,7.0000,1.0000,2017-04-25 09:42:51.260,143,2018-01-16 03:32:22.660,56,6458
541,7.0000,1.0000,2017-04-22 23:24:36.130,172,2017-05-10 17:21:20.290,67,15428
542,7.0000,1.0000,2017-05-31 04:24:07.250,175,2018-08-22 02:17:46.400,68,53246
543,7.0000,1.0000,2017-06-14 21:12:18.250,97,2019-08-01 00:28:00.570,37,105386
544,7.0000,1.0000,2017-10-07 13:11:39.150,186,2017-07-08 13:25:41.440,72,53423
545,7.0000,1.0000,2018-03-30 20:40:13.880,173,2018-05-29 14:44:47.900,67,84107
546,7.0000,1.0000,2019-05-08 00:28:48.530,3,2019-05-20 22:58:06.470,2,3203
547,7.0000,1.0000,2018-02-08 16:59:03.330,169,2019-02-01 16:25:41.880,66,11479
548,7.0000,1.0000,2017-05-21 11:18:55.080,181,2019-01-16 12:25:48.490,70,105816
549,7.0000,1.0000,2019-08-06 23:13:11.260,206,2019-07-01 17:06:26.500,79,62860
550,7.0000,1.0000,2019-02-17 22:19:29.360,128,2019-07-28 00:58:47.690,50,21958
551,7.0000,1.0000,2017-03-17 04:04:44.200,130,2017-05-12 05:11:42.180,50,105958
552,7.0000,1.0000,2017-02-18 07:48:48.380,33,2017-10-04 22:36:22.190,13,18634
553,7.0000,1.0000,2018-09-03 23:44:28.520,206,2019-02-16 18:36:13.740,79,52215
554,7.0000,1.0000,2018-04-16 04:40:12.780,167,2018-06-17 14:27:49.220,65,28567
555,7.0000,1.0000,2018-05-25 10:34:19.670,155,2019-05-16 21:38:44.170,61,5484
556,7.0000,1.0000,2019-10-15 04:19:45.930,171,2019-01-20 05:13:40.210,66,129119
557,7.0000,1.0000,2019-05-24 17:02:06.860,54,2018-11-17 21:09:48.680,21,3654
558,7.0000,1.0000,2019-02-21 00:30:29.680,119,2017-06-23 02:05:17.720,46,102171
559,7.0000,1.0000,2018-01-07 07:17:53.240,81,2017-06-07 20:36:21.220,31,18008
560,7.0000,1.0000,2019-10-03 12:18:42.560,125,2019-07-23 08:55:19.850,49,20690
561,7.0000,1.0000,2017-06-13 22:11:38.960,182,2017-11-02 13:09:54.840,70,128816
562,7.0000,1.0000,2019-10-03 14:17:46.550,50,2019-02-11 05:50:41.370,19,85001
563,7.0000,1.0000,2017-04-03 11:19:34.100,207,2017-08-31 19:19:04.100,79,64057
564,7.0000,1.0000,2018-12-04 16:52:43.650,164,2019-06-04 09:50:07.430,64,63155
565,7.0000,1.0000,2019-09-05 04:25:14.130,148,2019-05-10 05:38:50.450,58,21134
566,7.0000,1.0000,2017-02-14 11:03:41.800,135,2019-08-24 02:29:28.370,53,14709
